종목명,상장유형,공모가(원),상장일,상장주식수,매출총이익률,영업이익률,ROE(지배),매출액증가율(YoY),영업이익증가율(YoY),유동비율,당좌비율,부채비율,이자보상배율,매출채권회전율,재고자산회전율,매출액,세전계속사업이익,당기순이익(지배),자본총계(지배),EBITDA2,순부채,매출액증가율(YoY)-before,영업이익증가율(YoY)-before
푸드나무,신규상장,24000,2018-10-04,6806034,31.39,12.44,73.32,55.84,26.89,294.77,294.77,35.71,,31.87,,34825616,4334266,3923534,6809254,4399845,-3197206,,
나우IB,신규상장,8500,2018-10-04,9480000,94.07,51.83,11.46,61.7,170.01,,,2.67,,,,13754864,7177468,5511835,49967463,7131522,-8858200,-5.14,-31.72
에스퓨얼셀,신규상장,16500,2018-10-15,5744316,33.26,16.16,59.97,102.13,152.49,164.13,130.71,195.24,25.01,2,7.39,20294955.59,3232922.43,2789237.99,6045344.68,3429062.9,3270099.89,,
옵티팜,신규상장,10000,2018-10-26,14217258,31.37,-11.77,-11.92,-3.61,-8231.71,97.94,80.53,55.17,-9.94,12.42,18.71,13857114,-1566890,-1566890,12788366,-926056,1378947,25.83,101.48
네온테크,신규상장,2000,2018-10-31,4840000,23.62,6.64,,,,93.7,51.32,239.09,1.92,,,26116915.44,256329.12,215407.25,14114055.87,2567512.56,19147600.45,,
엘앤씨바이오,신규상장,24000,2018-11-01,7234332,62.21,27.21,27.97,51.42,134.99,549.75,386.18,21.87,15.27,3.62,3.4,17900843,4612784,3753073,16812871,5166937,-6116876,31.37,84.6
노바텍,신규상장,10000,2018-11-02,4626800,40.94,25.92,31.73,58.18,20,764.43,713.71,16.16,,9.52,28,21284428,4419085,3975223,15875320,5668474,-11639915,,
대보마그네틱,신규상장,31000,2018-11-06,3232600,43.97,35.23,77.71,133.43,234.55,233,175.04,57.94,359.18,10.75,9,13164618,4596442,3760419,7219171,4701090,-3983794,,
셀리버리,신규상장,25000,2018-11-09,7148321,28.27,-125.47,-95.94,117.39,0.02,295.91,289.24,50.1,-5051.25,26.99,28.32,2773790,-3521671,-3521671,5617907,-3039789,-6020411,,11.27
노바렉스,신규상장,19000,2018-11-14,9003740,21.07,12.24,16.8,4.83,-3.66,244.41,197.61,37.18,,6.68,9.19,80853618,9557236,8104221,51876376,11445366,-22282328,,
에이치앤비디자인,신규상장,10100,2018-11-15,2660910,19.39,10.37,33.2,31.99,-18.85,450.21,289.7,85.77,44.8,9.48,7.39,30472103,2711104,2225174,7811892,3239148,4626840,,
디케이앤디,신규상장,6000,2018-11-20,7601025,21,7.2,4.8,8.2,43.73,222.91,174.92,36.45,7.32,10.91,11.86,52107582,2410965,1562408,36847822,4937407,-3575799,,
아주IB투자,신규상장,1500,2018-11-21,118714050,37.74,23.34,10.35,-26.36,6.96,,,143.75,,,,69731924,16113089,13043792,131276449,16609268,21387494,-11,8.08
파멥신,신규상장,60000,2018-11-21,6805637,56.16,-1837.58,,,,170.1,170.1,230.01,-135.49,,,208718,-6483417,-6483417,2280637,-2659492,-1825847,,
싸이토젠,신규상장,17000,2018-11-22,5633864,12.82,-1367.56,-100.62,-75.78,-7.99,528.1,521.41,30.2,-6.18,0.71,3.29,205874,-2620139,-2620139,4732334,-2341416,-4036663,73.56,16.72
디알젬,신규상장,6500,2018-11-22,11325610,27.3,8.45,31.7,39.51,54.97,144.87,71.83,119.8,23,7.25,5.41,49323651,3797634,3992380,15654511,4681302,2915792,10.17,36.94
티앤알바이오팹,신규상장,18000,2018-11-28,8118084,26.16,-1025.57,-45.29,47.9,-34.15,6100.31,5919.05,4.36,-955.24,7.23,1.83,405542,-4058105,-4058105,9071039,-3984434,-7804539,275.11,-178.74
네오펙트,신규상장,11000,2018-11-28,11718545,64.7,-94.79,28,124.98,-19.27,928.46,761.85,-159.39,-3.16,4.03,3.33,4454463,-4389269,-4389269,-17186680,-3717703,13841286,,
남화산업,신규상장,3700,2018-11-29,20588000,100,30.8,7.53,10.09,32.47,611.8,609.57,11.17,458.71,,322.1,14214445,10805113,8542804,117680248,5525708,-10393964,-7.33,-22.99
티로보틱스,신규상장,16000,2018-11-29,5399459,19.38,9.08,130.72,43.22,89.39,96.63,86.4,224.95,6.11,5.54,26.66,70377554,4656575,7307898,13349271,8226464,8452709,176.05,154.61
엠아이텍,신규상장,4500,2018-11-29,27456200,45.6,8.14,11.62,37.71,-13.71,424.07,289.74,58.83,5.15,5.27,4.24,22540597,1536722,2051169,18674913,2767841,-2930216,,
윙입푸드,신규상장,2000,2018-11-30,40409095,39.84,28.59,44.77,10.59,26.39,205.55,193.56,54.16,332.57,8.9,37.14,83974128,22543607,16770020,44946198,25650566,-22344802,,
베스파,신규상장,35000,2018-12-03,7986521,100,21.73,-334.64,30514.47,499.47,94.39,94.39,1033.86,20.9,17.03,,31115321,5559911,5734900,1093014,6837078,-2253371,,
에코캡,신규상장,4200,2018-12-05,14558800,16.93,6.05,8.04,6.33,-51.12,126.92,98.64,132.61,6.39,3.66,9.12,84224111,4319775,2782579,35998126,7920061,20680316,11.25,115.73
대유에이피,신규상장,3000,2018-12-07,10884000,7.7,3.9,30.78,280.48,342.53,68.97,43,193.23,10.96,11.85,17.65,206580263,8175486,6501915,24273183,11529471,12016273,,
이노메트리,신규상장,26000,2018-12-12,4825108,27.11,14.07,20.64,-13,-47,196.21,192.84,81.04,38.05,4.57,138.97,14062786,1439948,1176696,6282314,2024636,-4145475,,
뉴트리,신규상장,14500,2018-12-13,9032224,73.35,7.65,35.57,82.22,277.43,274.06,222.03,242.83,10.49,16.94,20.64,60382904,2955677,2091513,6916723,4982003,-1816907,,
머큐리,신규상장,6100,2018-12-14,14763600,14.7,5.45,12.25,14.25,196.54,173.49,108.12,117.12,20.27,6.07,7.09,138329548,4565317,4442895,38460058,8853796,8896708,30.44,332.73
전진바이오팜,신규상장,10000,2018-12-14,4733428,40.12,-87.97,-242.1,-34.79,-5.7,181.94,129.23,1664.39,-17.09,2.49,2.74,3135921,-3040951,-3040951,229961,-2441697,2033206,138.31,-6.54
에이비엘바이오,신규상장,15000,2018-12-19,44587000,100,-13509.59,152.44,,-174.44,702.02,702.02,-123.7,-7.5,,,71429,-74734344,-74734344,-85955008,-9246258,-1542617,,
국전약품,신규상장,2000,2018-12-19,5010000,20.18,8.41,34.83,6.05,158.68,98.81,57.89,208.59,8.69,6.49,8.91,60336475,3940225,3121960,10524217,5888135,13421847,15.9,7.37
위지윅스튜디오,신규상장,11000,2018-12-20,8798060,100,19.09,18.52,1099.55,359.95,893.7,893.7,197.57,,7.22,,12989260,498189,498897,5643252,2828114,671502,,
오하임아이엔티,신규상장,2000,2018-12-20,4590000,,,,,,,,,,,,,,,,,,,
디케이티,신규상장,7400,2018-12-21,6879982,7.23,5.05,125.16,94.22,1574.58,105.66,82.2,507.85,20.65,12.3,25.87,278842683,13406026,10887124,14329141,17864881,-2638049,55.48,-149.39
아이엘사이언스,신규상장,2000,2018-12-21,4355000,22.98,10.66,-76.78,127.44,179.69,56.67,53.93,-3580.14,4.53,4.63,46.85,18638116,1039947,815555,-330632,2188036,4707691,-7.06,-956.29
애니플러스,신규상장,2000,2018-12-21,3050000,35.28,9.58,3.89,2.27,917.58,161.34,157.62,45.93,8.2,3.33,82.84,10207249,443982,441745,11575589,4537083,-27079,6.98,-89.41
유틸렉스,신규상장,50000,2018-12-24,7263578,100,-7372.36,-24.92,,-89.56,2032.32,2032.32,14.39,-75.54,,,133145,-9592518,-9592518,51131065,-8918302,-35854143,,-466.45
비피도,신규상장,18000,2018-12-26,4090000,41.15,22.09,14.03,13.21,44.08,1238.12,1109.82,99.24,5.1,7.05,5.89,13664118,2901821,2425225,18495261,4534321,-3399362,1.9,-44.15
웹케시,신규상장,26000,2019-01-25,6630322,100,4.91,24.05,-15.67,7.54,107.55,107.55,115.97,4.54,11.67,,77432987,4560349,3539490,16537270,4586047,-1674515,3.5,-13.88
노랑풍선,신규상장,20000,2019-01-30,4765650,100,16.44,35.06,26.54,132.68,85.78,85.78,181.21,18.28,6.49,,76313889,12879498.44,10435974.3,35680507.97,14369403.07,-12472195.44,24.03,82.01
이노테라피,신규상장,18000,2019-02-01,4969184,6.19,-1305.12,-65.69,101.63,-49.68,632.91,524.89,35.76,-743.59,7.78,1.83,202717,-3011954,-3011954,3096556,-2179433,149096,637.32,-28.51
천보,신규상장,40000,2019-02-11,9856294,22.95,20.62,21.35,21.58,21.03,181,96.72,32.19,27.37,5.83,5.61,87486149,16689713,14823640,76953805,24630795,11198292,,
셀리드,신규상장,33000,2019-02-20,9441192,,,188.66,,-42.84,113.45,113.45,-189.79,,,,,-5408292,-5408292,-5527521,-1446902,5558136,,
에코프로비엠,신규상장,48000,2019-03-05,19850000,15.41,7.69,14.13,190.31,137.59,91.76,42.67,157.12,4.76,9.61,5.24,289870411,15225674,15159392,115232762,39532590,132772019,,
미래에셋벤처투자,신규상장,4500,2019-03-15,30667215,78.79,51.25,8.52,35.4,169.32,522.92,,5.6,,,,16289972,8342876,7578614,92653680,8495564,-14079362,-67.55,-88.55
이지케어텍,신규상장,12300,2019-03-22,6386000,20.19,8.11,13.11,4.64,9.49,387.18,387.18,36.21,449227,4.77,,55373588,4367210,3539982,28680190,4803424,-8994103,,
지노믹트리,이전상장,27000,2019-03-27,19986215,-7.42,-442.36,-35.83,-17.29,-54.96,795.33,795.33,25.19,-122.17,18.09,,453558.9,-2112984.73,-2112984.73,8296158.35,-1870965.71,-5910549.25,-47.71,-68.98
아모그린텍,신규상장,9900,2019-03-29,16496790,15,1.53,3579.72,59.04,168.6,81.51,63.86,1049.86,1.29,6.34,11.87,111296535,-5250734,-5234324,5808249,5094622,21333208,,
TS트릴리온,신규상장,2000,2019-04-29,4400000,64.35,4.62,,,,133.48,104.57,187.04,32.24,,,74119555.47,3256108.03,2589358,9965687.51,3463887.26,11647643.78,170.93,105.6
SNK,신규상장,40400,2019-05-07,21061800,79.29,46.21,15.59,50.29,27.31,2145.63,2101.72,5.73,,3.2,79.46,102069412,41059970,30484949,303418555,47619725,-270359801,24.63,10.94
현대무벡스,신규상장,2000,2019-05-08,8620000,18.39,6.19,,,,159.72,159.63,130.94,4.78,,,176506982,10578710,7244832,54859617,18633505,10395266,-28.12,-33.2
컴퍼니케이,신규상장,4500,2019-05-23,15610000,79.26,54.88,25.75,74.25,55.22,34.53,,24.02,90.93,,,14861384,7984077,6198120,23225701,8209415,2935591,-51.79,-59.53
수젠텍,이전상장,12000,2019-05-28,12926006,18.98,-84.48,-254.51,64.77,-76.6,338.88,291.74,57.68,-2.89,,,,,,,,,203.3,-59.45
마이크로디지탈,신규상장,23000,2019-06-05,3630800,33.28,-25.98,-35.62,3.72,-349.01,510.88,428.15,31.88,-8.96,3.42,4.29,4723394,-1499658,-1656522,8874942,-1002684,-5436269,4.16,1428.78
까스텔바작,신규상장,12000,2019-06-10,6596700,63.15,15.78,,,,441.99,196.22,26.25,,,,92346622.66,14555822.43,11214626.2,62786696.95,15478781.56,-13959137.48,,
압타바이오,신규상장,30000,2019-06-12,10881733,100,-231.21,-28.49,384.6,-64.59,1696.5,1696.5,11.01,-5.19,449.15,,1454113,-4063031,-4063031,18311651,-3352261,-19694381,-49.73,-114.02
엠에프엠코리아,신규상장,2000,2019-06-19,4310000,6.65,1.05,2.74,20.91,-64.1,141.48,91.33,110.87,1.47,4.49,7.37,85449685,678334,594652,22476950,928181,7722192,-16.7,-19.68
