종목명,상장유형,시장구분,공모가(원),상장일,수정주가,1달 후 수정고가,3달 후 수정고가,6달 후 수정고가,P/E(FY0),P/B(FY0),EV/EBITDA(FY0),P/S(FY0),P/C(FY0),Market to Earnings(FY0),Market to Book(FY0),수정거래량,일평균수정거래량,일평균거래대금,상장주식수,거래량회전율,시가총액,일중변동률,일중실질변동범위,개인 순매수수량(일간),개인 순매수대금(일간),기관&외국인총합계 순매수수량(일간),기관&외국인총합계 순매수대금(일간),총합계 순매수수량(일간),총합계 순매수대금(일간),매출총이익률,영업이익률,순이익률,ROE,ROA,매출액증가율(YoY),영업이익증가율(YoY),순이익증가율(YoY),총자산증가율,유동자산증가율,EBITDA증가율(YoY),EBIT증가율(YoY),부채비율,유동비율,당좌비율,자기자본비율,유동자산구성비율,차입금의존도,EBITDA/이자비용,EBIT/이자비용,이자보상배율,매출채권회전율,재고자산회전율,총자산회전율,자기자본회전율,유형자산회전율,매출원가/재고자산,매출원가율,판관비율,자산총계,유동자산,부채총계,자본총계,이익잉여금,매출액,금융비용,이자비용,Free Cash Flow1,Free Cash Flow2
옵티시스,신규상장,KQ,"7,600",2011-07-12,"12,100","6,520","6,100","6,380",17.49,4.11,13.78,3.69,15.6,19.96,4.69,"6,946,773","6,946,773","86,005,030,750","5,636,000",1.232572,"68,195,600,000",13.95,"1,650",355,"4,279.19",-135,"-1,554.99",0,0,49.83,25.2,22.77,22.61,17.07,12.55,13.78,21.49,27.25,29.81,10.2,16.29,22.73,570.78,480.78,81.48,66.07,8.14,31.94,29.13,28.65,7.29743,6.77778,0.74977,0.99287,3.45451,3.40031,50.17,24.63,"27,219,093.09","17,983,510.72","5,040,788.86","22,178,304.22","13,599,522.61","18,223,047.90","731,748.67","160,291","1,603,987.55","3,520,782.07"
나이벡,신규상장,KQ,"10,000",2011-07-13,"10,512","6,431","6,588","6,307",182.27,7.28,38.38,4.88,130.76,265.04,10.58,"2,176,991","2,176,991","25,177,424,350","2,935,996",0.611344,"37,433,949,000",30,"4,500",604,"8,637.06",-240,"-3,463.27",0,0,12.4,-66.7,-67.9,-26.52,-12.1,-48.72,-467.34,"-1,399.09",34.68,123.46,-220.43,-469.79,68.91,243.47,216.7,59.2,33.61,24.25,-2.72,-3.91,-3.6,3.94912,3.59355,0.17825,0.39052,0.33948,3.14809,87.6,79.1,"17,401,024.71","5,848,353.24","7,099,293","10,301,731.72","-1,873,291","2,702,415.52","500,494.89","500,495","-2,943,182.57","-1,211,563.99"
상아프론테크,신규상장,KQ,"6,000",2011-07-21,"6,700","4,765","5,250","4,970",13.07,1.33,7.8,0.67,12.93,16.41,1.67,"13,193,213","13,193,213","99,795,649,510","12,289,470",1.073538,"82,339,449,000",23.27,"1,720","1,680","12,843.02","-1,079","-8,281.14",0,0,17.09,6.74,5.22,,,,,,,,,,56.03,175.76,125.75,64.09,40.2,21.59,11.81,6.76,6.94,,,,,,13.67274,82.91,10.35,"112,844,339.09","45,362,216.72","40,523,882.83","72,320,456.26","47,706,690.22","106,413,932.63","1,119,598.33","1,033,028",,"-12,907,675.66"
시티랩스,신규상장,KQ,"7,100",2011-07-29,"3,176","1,998","2,039","1,983",8.04,2.94,7.68,0.7,15.29,10.88,3.89,"9,735,896","9,735,896","34,092,722,780","5,100,040",0.652026,"47,430,372,000",25.35,"2,700",865,"8,939.48",-494,"-5,201.70",0,0,21.06,5.18,4.78,9.08,6.57,-34.24,-71.17,-63.94,40.77,87.31,-64.62,-67.4,24.53,286.03,278.87,80.3,53.95,0,10.97,9.14,8.43,4.9193,77.57874,1.374,1.89768,4.07757,61.23881,78.94,15.88,"27,978,346.15","15,093,382.78","5,510,837.68","22,467,508.47","8,575,306.86","32,875,200.86","215,534.68","201,889","-2,434,877.01","-2,361,884.81"
제닉,신규상장,KQ,"22,000",2011-08-03,"29,225","28,653","34,584","27,117",11.9,7.27,11.51,1.3,8.98,18.01,10.39,"4,692,608","4,692,608","124,650,868,800","3,922,909",0.854749,"160,446,978,100",21.38,"7,900",117,"3,845.02",196,"7,346.35",0,0,62.07,12.94,9.99,34.02,23.79,28.56,11.28,18.09,98.33,101.24,9.18,9.33,26.68,290.8,251.6,78.94,57.31,0.68,99.52,87.76,89.67,15.2219,24.69401,2.38085,3.40445,6.62118,9.36675,37.93,49.13,"58,792,174.67","33,690,758.88","12,381,850.53","46,410,324.14","19,669,110.19","105,276,447.11","151,917","151,917","-718,820.43","284,720.41"
아이씨디,신규상장,KQ,"34,000",2011-08-05,"36,100","34,250","28,650","28,750",143.13,36.65,105.33,11.42,39.22,196.95,50.43,"5,647,710","5,647,710","190,674,334,000","7,721,832",0.365698,"557,516,270,400",18.29,"12,100",-316,"-21,055.35",463,"31,242.48",0,0,24.25,16.05,11.86,10.29,7.37,-43.25,-59.94,-62.45,-18.03,-32.61,-58.21,-63.56,20.62,707.91,593.88,82.9,62.18,4.67,48.6,39.79,43.07,2.21808,3.97198,0.6216,0.86738,2.63038,3.00871,75.75,8.2,"117,738,561.81","73,209,409.61","20,129,851.99","97,608,710","42,027,652.91","81,236,541.58","1,451,526.73","302,827","-7,671,038.28","-12,539,758.35"
제이씨케미칼,신규상장,KQ,"7,200",2011-08-08,"7,831","5,179","5,304","5,135",9.91,4.68,10.21,1.06,6.4,12,5.66,"4,086,175","4,086,175","36,267,984,440","13,340,000",0.272579,"117,392,000,000",24,"2,400","1,244","12,588.36","-1,077","-10,888.22",0,0,10.24,6.44,6.35,22.53,11.47,23.22,-30.71,-27.13,29,12.35,-26.53,-30.18,64.49,156.86,126.43,60.79,60.75,34.89,21.32,17.99,16.76,8.23342,13.11507,1.80798,3.55036,7.49562,11.77176,89.76,3.8,"70,017,157.04","42,531,829.67","27,450,833.81","42,566,323.23","20,435,842.82","112,360,886.95","1,495,049.24","431,739","3,109,994.67","3,749,123.77"
화진,신규상장,KQ,"4,300",2011-08-10,"1,818","1,312","1,162","1,586",2.42,0.57,9.09,0.29,1.16,13.13,3.1,"42,942,859","42,942,859","88,207,829,510","12,100,000",1.197306,"65,219,000,000",25.57,"1,580","1,424","8,857.98","-1,181","-7,303.82",0,0,22.1,10.95,9.04,22.46,11.4,2.12,20.54,47.68,40.04,46.96,38.35,41.52,69.52,154.63,124.68,58.99,53.91,16.3,18.47,13.36,12.49,4.47682,12.41872,1.26035,2.48384,3.33043,9.67394,77.9,11.15,"75,141,306.29","40,510,202.19","30,814,727.47","44,326,578.82","23,494,012.47","81,165,517.29","861,484.63","711,749","-1,579,566.13","-1,217,266.38"
원익피앤이,신규상장,KQ,"8,000",2011-09-27,"3,535","4,015","4,745","4,365",8.98,2.3,8.55,0.94,7.79,10.97,2.75,"9,544,432","9,544,432","38,481,374,290","6,176,000",0.772703,"43,664,320,000",26.75,"2,140",698,"5,769.25",-522,"-4,285.74",0,0,27.08,12.12,10.94,23.37,12.74,38.3,55.48,44.72,66.49,89.97,46.94,52.48,68.9,189.42,128.07,59.21,71.51,2.69,20.03,18.3,18.02,13.81246,4.66941,1.16466,2.13586,4.1554,3.40498,72.92,14.96,"56,485,525.31","40,393,864.45","23,042,817.09","33,442,708.22","13,938,153.03","52,650,612.42","359,969.77","354,123","4,837,657.65","6,969,726.73"
대한과학,신규상장,KQ,"3,000",2011-10-11,"5,031","5,547","7,197","6,027",9.04,2.18,10.53,0.85,12.87,12.1,2.91,"5,880,017","5,880,017","26,329,598,390","5,525,130",0.929569,"31,824,748,800",24.56,"1,260",560,"2,814",-439,"-2,204.73",0,0,26.56,7.88,5.95,14.65,7.13,23.61,-11.37,-22.13,16,29.13,0.74,-11.86,80.93,284.68,131.59,55.27,52.9,24.46,7.17,5.43,5.31,8.30086,4.52602,1.1987,2.46242,2.55828,3.32406,73.44,18.67,"30,861,322.96","16,325,557.59","13,804,397.62","17,056,925","9,920,022.02","34,442,607.34","511,336.65","511,337","-2,433,794.09","-2,552,357.20"
로보스타,신규상장,KQ,"5,800",2011-10-17,"8,970","6,870","8,800","8,160",8.37,3.53,9.11,0.7,20.08,10.08,4.25,"5,381,442","5,381,442","45,213,532,820","7,800,000",0.689928,"69,966,000,000",17.85,"1,470",836,"6,703.71",-765,"-6,154.74",0,0,18.1,6.04,6.48,,,,,,,,,,128.18,142.3,94.37,43.83,69.99,26.23,7.64,6.12,5.72,,,,,,9.76588,81.9,12.06,"68,898,164.12","48,219,870.91","38,703,878.03","30,194,286.09","19,680,714.40","96,836,013.44","1,252,890.91","1,022,524.21",,"5,658,012.60"
케이맥,신규상장,KQ,"14,500",2011-10-25,"5,690","4,180","3,960","2,690",24.27,6.96,24.49,5.35,60.49,30.11,8.64,"11,729,095","11,729,095","63,946,164,350","6,188,500",0.379061,"176,062,825,000",21.19,"5,450",713,"19,361.09",-576,"-15,600.98",0,0,42.14,17.91,17.48,,,,,,,,,,41.29,328.57,302.53,70.78,60.42,22.88,13.59,10.82,10.78,,,,,,14.82319,57.86,24.23,"60,643,692.04","36,642,291.26","17,721,191.86","42,922,500.18","23,802,459.68","37,202,753.90","945,872.24","618,394.15",,"2,440,790.62"
원익테라세미콘,신규상장,KQ,"13,500",2011-11-01,"24,000","26,900","31,450","28,800",28.45,10.33,24.41,3.56,27.8,32.98,11.97,"6,306,932","6,306,932","144,405,791,900","8,045,902",0.783869,"193,101,648,000",24.1,"5,550",465,"10,735.90",-111,"-2,608.90",0,0,15.5,8.15,6.6,32.69,16.85,198.77,60,57.57,142.31,155.23,68.14,69.06,92.26,138.01,116.55,52.01,56.36,3.02,32.3,27.92,27.41,16.60334,28.35998,2.55139,4.94948,7.21298,23.96425,84.5,7.36,"77,531,968.82","43,696,895.63","37,205,035.81","40,326,933.01","18,985,326.67","139,724,953.63","419,757.89","415,239","-9,538,426.53","-5,706,063.39"
씨엔플러스,신규상장,KQ,"11,500",2011-11-02,"2,820","2,030","2,200","1,832",8.9,2.62,8.36,1,10.3,12.5,3.66,"31,234,935","31,234,935","99,296,325,900","4,150,001",1.505298,"58,515,014,100",26.99,"4,150",334,"5,155.09",-266,"-4,076.62",0,0,21.24,11.98,12.17,,,,,,,,,,90.55,125.87,115.58,52.48,39.78,24.73,42.79,28.31,27.7,,,,,,41.3812,78.76,9.26,"62,992,307.25","25,056,225.90","29,933,336.04","33,058,971.21","16,769,100.60","53,829,146.11","377,315.89","232,855.34",,"-3,110,422.17"
에스엠코어,신규상장,KQ,"8,500",2011-11-08,"7,467","8,165","7,860","6,069",19.34,4.1,16.95,1.54,24.08,23.61,5.01,"14,875,331","14,875,331","110,624,916,400","6,643,000",0.977761,"113,595,300,000",17.11,"2,900",303,"5,130.25",200,"3,384.41",0,0,18.54,13,9.22,,,,,,,,,,74.48,199.98,197.81,57.31,74.88,4.37,86.13,79.31,87.25,,,,,,196.57396,81.46,5.54,"68,403,883.82","51,218,981.81","29,198,550.95","39,205,332.87","25,104,666","67,223,777","1,200,859.50","100,148",,"-155,161.37"
씨큐브,신규상장,KQ,"5,750",2011-11-08,"4,878","3,615","3,416","3,520",11.92,1.43,10.32,1.53,7.83,14.43,1.74,"9,140,503","9,140,503","53,040,562,360","5,500,000",1.320337,"33,770,000,000",28.37,"2,000",821,"6,254.17",-484,"-3,687.40",0,0,41.98,15.44,11.06,10.39,5.83,18.41,1.42,1.83,19.79,17.25,19.18,11.83,68.52,216.67,110.89,59.34,38.68,34.1,6.55,3.92,4.07,4.81017,2.83869,0.5273,0.93892,1.04493,1.64712,58.02,26.54,"44,537,126","17,227,617.73","18,107,913.36","26,429,212.64","15,611,429.98","21,544,264.37","1,257,345.62","816,513","-4,234,925.16","-3,255,141.82"
테크윙,신규상장,KQ,"23,000",2011-11-10,"8,512","9,764","8,320","7,200",7.79,4.2,10.59,1.46,17.83,8.7,4.55,"7,442,891","7,442,891","69,522,311,900","4,771,040",0.520745,"121,661,520,000",19.47,"5,500",468,"13,701.59",-318,"-9,303",0,0,29.76,16.59,12.23,31.3,12.88,36.86,52.65,-10.79,57.84,54.83,43.8,47.64,123.71,165.56,115.05,44.7,65.59,28.05,14.96,13.22,13.42,3.82371,4.92586,1.05312,2.55824,4.05247,3.45982,70.24,13.17,"118,557,651.96","77,761,672","65,561,747.86","52,995,904.10","24,066,031.21","101,978,946.25","2,535,639.86","1,261,173","-12,612,098.98","-5,141,913.99"
에이티세미콘,신규상장,KQ,"2,400",2011-11-11,"19,837","23,350","24,268","23,989",29.49,1.51,4.41,4.3,9.12,8.27,1.96,"5,070,841","5,070,841","104,792,873,955","46,330,294",0.873725,"115,130,780,590",17.82,450,"5,719","15,022.40","-5,020","-13,119.51",0,0,25.28,15.97,9.28,12.54,5.39,6.1,-21.39,-32.39,8.04,20.24,5.39,-6.34,98.54,30.26,30.26,50.37,9.34,46.29,7.74,2.55,2.42,11.05978,,0.58042,1.35061,0.6891,,74.72,9.31,"181,486,303.88","16,958,727.21","90,077,819.38","91,408,484.50","18,659,123.69","101,417,279.56","7,953,176.21","6,691,318","174,570.04","-6,058,457.51"
쎄미시스코,신규상장,KQ,"9,500",2011-11-18,"1,650","1,239","1,370",999,6.45,1.76,5.39,2.36,8.08,9.1,2.4,"28,117,351","28,117,351","50,767,360,190","3,600,000",1.302117,"35,640,000,000",20.12,"2,130",401,"4,405.17",-317,"-3,477.96",0,0,53.22,32.05,29.46,18.47,16.69,23.96,-12.06,-0.19,55.48,57.7,-8.41,-9.84,3.68,"3,213.42","2,669.03",96.45,84.33,0.13,"2,178.42","2,067.93","2,108.98",4.22978,3.78057,0.56667,0.62707,5.66147,1.76851,46.78,21.17,"28,490,122.06","24,024,501.23","1,011,979.49","27,478,142.57","15,397,180.82","13,264,302.15","66,141.98","2,016","-3,013,672.02","-2,438,170.19"
와이지엔터테인먼트,신규상장,KQ,"34,000",2011-11-23,"29,263","29,563","43,334","31,284",29.94,14.39,26.47,6.53,29.5,39.92,19.16,"393,821","393,821","11,473,816,800","4,986,157",0.029556,"389,917,477,400",13.95,"10,200",28,"2,197.80",-27,"-2,103.88",0,0,39.86,22.73,16.56,,,,,,,,,,18.35,536.49,517.76,84.5,82.09,0,,,,,,,,,36.27019,60.14,17.13,"90,401,847.56","74,208,786.57","14,014,277.67","76,387,569.89","25,855,848.71","78,120,542.36","276,630.92",,,"13,348,170.36"
이엠넷,신규상장,KQ,"6,400",2011-11-25,"2,425","1,708","1,740","2,073",9.49,2.71,9.44,1.71,10.11,13.05,3.73,"12,062,400","12,062,400","30,729,451,770","5,500,000",0.548291,"53,350,000,000",16.98,"1,800",106,"1,169.40",-45,-520.33,0,0,100,21,16.05,,,,,,,,,,72.44,224.04,224.04,57.99,81.37,3.59,95.27,90.62,87.3,,,,,,,0,79.01,"47,301,987.52","38,487,370.81","19,870,178.70","27,431,808.81","12,360,246.39","27,384,240.59","236,207.67","65,853",,"3,971,579.73"
신진에스엠,신규상장,KQ,"15,000",2011-11-28,"6,748","9,770","14,554","11,230",7.25,1.56,6.29,1.18,7.49,9.76,2.09,"4,059,294","4,059,294","30,170,456,600","4,500,000",0.454278,"60,300,000,000",24.96,"3,650",234,"3,559.08",-194,"-2,965.72",0,0,29.37,22.3,16.84,,,,,,,,,,23.18,613.65,459.19,81.19,71.33,12.11,29.04,25.23,26.27,,,,,,5.63405,70.63,7.07,"60,367,193.04","43,058,923.70","11,358,176.39","49,009,016.65","31,286,375.17","43,224,221.56","491,057.10","366,957",,"4,996,885.59"
에스에프씨,신규상장,KQ,"14,000",2011-11-30,"2,924","2,203","3,632","3,455",5.83,2.59,5.81,0.57,4.52,7.9,3.51,"11,770,488","11,770,488","35,076,278,150","6,432,621",0.497754,"69,150,675,750",15.85,"1,850",540,"5,979.42",-462,"-5,116.11",0,0,21.25,14.37,9.36,19.69,12.25,-19.01,-30.58,-22.96,94.03,135.29,-16.87,-18.76,48.9,252.36,103.27,67.16,80.24,22.58,13.72,12.68,14.23,7.95799,3.34157,1.30821,2.10246,6.24819,2.63148,78.75,6.89,"72,665,866.92","58,305,222.80","23,863,715.48","48,802,151.44","25,079,792.67","72,028,111.88","1,494,469.30","727,248","-29,336,096.87","-31,122,931.71"
비덴트,신규상장,KQ,"12,000",2011-12-01,"4,236","3,727","4,314","3,918",6.98,1.58,6.23,1.63,29.72,8.73,1.97,"4,889,601","4,889,601","23,396,935,310","5,250,000",0.423342,"48,930,000,000",21.15,"2,200",327,"3,452.12",-305,"-3,201.94",0,0,47.1,26.24,22.06,19.95,16.2,29.63,16.23,22.45,63.8,58.81,18.31,12.61,19.56,596.15,382.95,83.64,56.82,10.04,76.88,66.78,67.25,9.32228,2.97644,0.73417,0.90434,2.45976,1.57467,52.91,20.85,"52,647,596.05","29,911,608.49","8,613,676.34","44,033,919.71","24,927,849.35","31,124,822.13","121,461.95","121,462","-3,162,728.15","485,418.77"
키네마스터,신규상장,KQ,"6,000",2011-12-02,"3,073","2,776","3,264","2,465",7.59,3.46,5.69,2.87,5.87,8.73,3.85,"5,128,585","5,128,585","15,332,243,070","6,625,551",0.383093,"41,144,671,710",17.51,"1,000",670,"4,068.36",-610,"-3,715.67",0,0,100,25.99,23.63,20.53,17.66,-3.73,-43.4,-39.77,48.3,40.69,-41.68,-43.42,13.1,"1,404.51","1,404.51",88.42,90.71,0,"3,314,937.78","3,120,978.80","3,123,832.22",3.41599,,0.74733,0.86869,38.87361,,0,74.01,"19,214,310.94","17,429,478.23","2,224,722.49","16,989,588.45","9,244,056.48","12,020,908",1.3,1,"1,296,593.68","2,077,469.43"
파인넥스,신규상장,KQ,"65,000",2011-12-05,"39,749","35,998","48,609","32,686",4.77,4.07,6.25,2.55,4.12,7.38,5.74,"1,544,824","1,544,824","64,021,728,100","5,995,369",0.205667,"298,569,376,200",16.07,"8,700",353,"18,369.95",-320,"-16,748.09",0,0,52.37,44.02,36.74,,,,,,,,,,32.42,234.08,150.58,75.52,50.22,19.16,16.5,13.12,13.91,,,,,,2.34827,47.63,8.35,"174,938,567","87,857,615.81","42,824,380.87","132,114,186.14","71,018,307.09","77,257,061.67","2,621,238.05","2,445,118.66",,"-25,708,132.81"
씨유메디칼,신규상장,KQ,"12,000",2011-12-15,"8,151","10,078","8,041","6,357",14.73,3.76,14.41,4.23,33.65,17.67,4.48,"3,540,593","3,540,593","27,346,901,550","4,780,806",0.328084,"87,966,830,400",13.95,"2,400",185,"3,162.59",-128,"-2,195.73",0,0,57.79,30.91,26.8,22.55,18.24,32.64,31.58,23.91,61.9,95.21,36.91,43.82,19.24,822.18,702.46,83.86,72.04,9.86,62.09,56.22,52.31,2.0663,4.9915,0.68067,0.84133,2.94008,2.10715,42.22,26.87,"41,800,592.68","30,114,899.42","6,745,553.14","35,055,039.54","14,545,145.96","23,013,297.67","135,994.68","135,995","-1,713,191.53","-520,951.56"
서암기계공업,신규상장,KQ,"3,800",2011-12-19,"3,400","3,225","3,465","3,750",9.67,1.14,5.62,1,9.72,12.89,1.53,"4,951,375","4,951,375","18,597,342,500","12,600,000",0.392966,"42,840,000,000",21.05,800,990,"3,803.51",-932,"-3,549.35",0,0,25.89,17.64,14.95,18.1,13.7,43.3,136.45,107.38,60.84,85.81,71.75,123.53,29.1,366.02,306.02,77.46,70.17,2.6,157.24,126.69,126.7,6.40786,7.64757,0.91642,1.21125,2.85351,5.66741,74.11,8.25,"62,043,059.71","43,533,098.80","13,983,874.58","48,059,185.13","31,115,514.85","46,103,490.11","64,199.72","64,200","5,238,968.81","5,823,611.65"
시큐브,신규상장,KQ,"4,900",2011-12-21,751,633,686,821,8.73,2.5,8.37,2.06,11.93,10.2,2.92,"40,282,593","40,282,593","29,126,028,990","6,200,000",0.962844,"31,434,000,000",20.43,940,705,"3,371.77",-648,"-3,119.44",0,0,46.27,19.1,17.63,21.65,15.14,35,11.59,0.97,61.89,69.6,13.27,10.97,41.2,317.55,309.8,70.82,82.35,7.14,131.47,119.14,118.26,2.27134,66.5156,0.8584,1.22758,9.0433,35.74064,53.73,27.17,"25,424,496.55","20,936,456.03","7,418,477.22","18,006,019.33","9,072,279.91","17,652,670.67","30,560.84","28,513","246,004.83","1,663,215.74"
나이스디앤비,신규상장,KQ,"1,700",2011-12-22,"2,815","2,565","2,570","1,790",17.19,3.14,17.11,1.98,13.79,23.12,4.22,"7,368,099","7,368,099","19,520,727,090","15,400,000",0.478448,"43,351,000,000",15.92,415,"1,578","4,116.85","-1,269","-3,318.97",0,0,100,16.33,14.23,17.29,13.49,7.05,22.02,32.46,59.78,78.3,29.7,30.42,22.77,515.49,515.49,81.45,85.25,0,,,,17.46975,,0.9479,1.2149,65.63401,,,83.67,"22,641,622.86","19,301,521.12","4,199,582.93","18,442,039.94","6,264,111.04","17,447,086.05",,0,"4,466,511","3,374,196.77"
디엔에이링크,신규상장,KQ,"7,700",2011-12-26,"17,141","18,836","13,703","9,345",73.13,12.37,49.89,9.94,87.62,84.55,14.3,"227,936","227,936","3,898,136,300","4,115,930",0.05363,"72,851,961,000",13.9,"2,300",74,"1,297.38",-68,"-1,201.04",0,0,38.93,14.95,15.93,17.55,9.85,44.42,45,69.15,124.84,158.04,35.31,44.69,77.91,262.33,210.5,56.21,60.67,35.43,4.75,3.27,3.22,2.53881,5.19079,0.61815,1.10166,1.77052,3.17009,61.07,23.98,"20,492,074.36","12,432,675.54","8,973,540.86","11,518,533.49","4,222,862.70","9,150,508","424,240.90","424,241","-6,174,386.34","-6,133,440.50"
원익머트리얼즈,신규상장,KQ,"27,000",2011-12-28,"19,250","18,850","21,875","21,875",13.96,3.23,12.52,2.39,10.36,19.59,4.54,"4,394,872","4,394,872","90,014,249,950","5,800,000",0.378868,"223,300,000,000",18.98,"7,800",-22,"-1,018.16",-30,"-1,158.69",0,0,31.75,22.26,17.47,19.91,15.46,35.19,33.09,37.99,83.79,162.96,33.95,34.77,21.08,430.02,362.87,82.59,59.04,3.46,105.35,87.71,90.05,15.48303,8.12709,0.88532,1.13993,2.22981,5.54645,68.25,9.5,"131,727,949.16","77,773,294.84","22,936,798.32","108,791,150.84","48,159,775.82","90,036,842.37","681,686.60","222,547","-1,647,781.16","10,076,390.26"
메지온,신규상장,KQ,"24,000",2012-01-20,"29,750","24,400","17,100","16,600",56.18,6.39,72.13,35.53,-118.3,74.91,8.52,"3,034,391","3,034,391","100,585,751,650","8,068,000",0.376102,"240,023,000,000",23.7,"8,000",630,"21,389.35",-604,"-20,431.20",0,0,100,19.56,27.75,5.21,4.82,69.59,-42.54,-25.58,113.1,227.45,-85.66,-87.07,6.26,"2,022.79","2,022.79",94.11,88.51,0.87,,,,111.47713,,0.17378,0.1878,48.19492,,0,80.44,"67,301,828.25","59,570,618","3,966,126.02","63,335,702.23","21,694,298.06","8,592,282.54","511,425.89",0,"1,691,516.05","3,077,529.71"
남화토건,신규상장,KQ,"3,000",2012-01-31,"4,290","5,790","4,895","5,260",5.17,0.41,2.63,0.43,-29.35,6.95,0.55,"10,266,891","10,266,891","43,831,867,925","11,740,000",0.874522,"50,364,600,000",19.96,835,878,"3,557.72",-528,"-2,149.91",0,0,10.92,5.86,8.29,6.97,5.72,1.22,-41.75,-3.3,9.78,14.3,-0.14,-0.48,18.71,514.24,514.24,84.24,44.09,0,,,,17.76648,"1,333.59",0.69039,0.8411,24.0695,"1,188.02",89.09,5.06,"132,380,099.90","58,368,042.67","20,859,752.15","111,520,347.75","93,046,566.28","87,324,062.48","30,579.80",0,"5,530,163.90","6,492,970.18"
뉴로스,신규상장,KQ,"8,500",2012-02-15,"6,356","5,593","3,880","3,732",11.8,2.49,10.78,1.38,-9.48,12.32,2.55,"3,702,832","3,702,832","24,397,625,450","4,191,242",0.449236,"52,390,525,000",18.04,"2,300",200,"2,640.58",-182,"-2,391.71",0,0,45.64,17.21,8.5,10.45,5.27,-11.81,-2.03,-35.77,19.9,18.32,-19.98,-26.43,78.25,285.12,223.34,56.1,68.56,30.32,4.79,3.7,5.1,1.35008,4.07694,0.62008,1.22931,2.44986,2.2162,54.36,28.44,"56,478,920.48","38,721,327.11","24,792,970.77","31,685,949.71","11,277,212.36","32,115,481.23","1,100,366.39","1,082,380","-6,455,771","-6,693,955.61"
사람인에이치알,신규상장,KQ,"5,000",2012-02-21,"10,513","17,827","15,953","15,496",14.23,5.82,12.01,1.74,31.94,19.75,8.04,"1,990,344","1,990,344","20,738,231,000","8,800,000",0.20677,"101,200,000,000",13.95,"1,500",666,"7,561.85",-561,"-6,356.83",0,0,47.14,11.37,9.83,22.88,15.93,16.41,-20.71,-6.32,63.76,80.33,-15.84,-18.84,27.42,395.06,395.06,78.48,74.37,2.49,116.64,99.5,98.64,9.77108,,1.62018,2.3273,7.24468,,52.86,35.76,"37,418,347.84","27,827,882.07","8,052,642.20","29,365,705.64","11,035,060.48","48,822,488.45","56,295.95","56,296","726,359.15","2,988,456.85"
빛샘전자,신규상장,KQ,"4,400",2012-03-21,"8,421","7,745","6,111","6,753",10.91,1.49,7.72,1.32,27.32,12.92,1.76,"601,964","601,964","5,058,077,300","5,000,000",0.100375,"50,500,000,000",13.76,"1,300",373,"3,759.48",-371,"-3,735.08",0,0,26.25,10.4,9.63,9.57,8.26,-3.02,-25.8,-22.94,10.82,16.75,-25.71,-34.26,11.93,848.35,722.75,89.34,65.98,0.29,263.68,198.05,213.76,4.23736,8.96188,0.85751,0.99378,2.53501,6.60941,73.75,15.85,"38,345,840.75","25,299,235.49","4,087,290","34,258,550.75","25,367,477.54","31,277,275.73","91,114.16","15,221","3,937,830.61","3,825,622.51"
비아트론,신규상장,KQ,"15,900",2012-05-04,"21,700","14,800","12,400","13,800",17.52,8,18.68,3.8,24.38,21.09,9.05,"4,227,703","4,227,703","99,021,044,000","9,931,870",0.42567,"215,521,579,000",18.03,"4,300",476,"11,512.60",-270,"-6,657.22",0,0,34.86,19.63,19.22,27.29,20.06,12.92,-1.62,0.09,124.83,122.98,4.04,3.82,38.01,297.83,296.81,72.46,78.12,0.35,156.44,147.89,139.95,4.11723,308.22672,1.04337,1.41962,7.58395,200.77496,65.14,15.23,"70,611,446.61","55,161,294.96","19,448,784.10","51,162,662.51","23,927,976.53","53,221,558.05","670,103.02","74,663","-22,362,386.60","-14,746,390.64"
피엔티,신규상장,KQ,"17,000",2012-07-06,"4,921","3,653","4,668","3,478",5.07,1.99,6.12,0.59,90.04,6.99,2.59,"7,011,447","7,011,447","36,363,831,950","3,209,547",0.554167,"62,265,211,800",18.53,"3,900",136,"2,962.87",-94,"-2,052.32",0,0,19.66,11.92,9.06,,,,,,,,,,67.9,183.51,74.55,59.56,72.08,2.21,65.97,60.49,69.36,,,,,,2.61645,80.34,7.74,"78,439,110.18","56,542,286.46","31,720,384.94","46,718,725.24","25,014,830.52","54,670,757.80","93,958.10","93,958",,"1,429,716.10"
디지탈옵틱,신규상장,KQ,"11,500",2012-07-13,"64,165","58,262","72,122","85,468",9.06,2.52,7.41,0.86,7.67,12.15,3.39,"504,096","504,096","31,048,923,500","5,393,177",0.479797,"67,414,712,500",16.45,"1,900",562,"7,028.52",-271,"-3,505.62",0,0,18.36,12.71,9.24,25.23,10.99,46.65,28.2,42.54,73.32,78.28,41.58,33.37,113.38,141.2,132.34,46.86,58.45,26.81,14.24,10.15,11.2,4.14726,24.23319,1.19011,2.73221,3.56617,19.78348,81.64,5.65,"91,233,933.84","53,326,332.11","48,478,242.60","42,755,691.24","19,800,351.42","85,612,148.32","1,674,865.25","971,815","-13,301,561.26","-12,538,952.59"
