종목명,상장유형,시장구분,공모가(원),상장일,수정주가,1달 후 수정고가,3달 후 수정고가,6달 후 수정고가,P/E(FY0),P/B(FY0),EV/EBITDA(FY0),P/S(FY0),P/C(FY0),Market to Earnings(FY0),Market to Book(FY0),수정거래량,일평균수정거래량,일평균거래대금,상장주식수,거래량회전율,시가총액,일중변동률,일중실질변동범위,개인 순매수수량(일간),개인 순매수대금(일간),기관&외국인총합계 순매수수량(일간),기관&외국인총합계 순매수대금(일간),총합계 순매수수량(일간),총합계 순매수대금(일간),매출총이익률,영업이익률,순이익률,ROE,ROA,매출액증가율(YoY),영업이익증가율(YoY),순이익증가율(YoY),총자산증가율,유동자산증가율,EBITDA증가율(YoY),EBIT증가율(YoY),부채비율,유동비율,당좌비율,자기자본비율,유동자산구성비율,차입금의존도,EBITDA/이자비용,EBIT/이자비용,이자보상배율,매출채권회전율,재고자산회전율,총자산회전율,자기자본회전율,유형자산회전율,매출원가/재고자산,매출원가율,판관비율,자산총계,유동자산,부채총계,자본총계,이익잉여금,매출액,금융비용,이자비용,Free Cash Flow1,Free Cash Flow2
디바이스이엔지,신규상장,KQ,"12,000",2017-12-20,"11,705","13,736","11,511","7,623",14.71,2.55,9.62,0.94,2.98,18.07,3.17,"6,685,950","6,685,950","82,898,558,400","6,782,000",0.953647,"82,062,200,000",27.64,"3,400",924,"11,580.13",-851,"-10,723.15",0,0,17.41,9.48,6.53,20.13,9.22,62.89,78.23,65.79,-4.48,-5.99,58.04,70.32,63.06,208.17,150.86,61.33,78.47,7.23,67.21,61.46,75.5,12.01422,5.90197,1.41238,3.0821,9.27697,4.87423,82.59,7.94,"79,756,897.77","62,588,610.32","30,843,359.32","48,913,538.45","28,071,370.37","115,287,774.44","2,285,806.87","144,682","-12,371,499.09","-8,058,808.33"
시스웍,신규상장,KQ,"2,800",2017-12-26,"1,146","1,460","1,102","1,178",8.43,3.27,10.03,1.81,27.06,11.7,4.53,"53,140,748","53,140,748","69,546,835,235","18,000,000",0.997711,"61,020,000,000",35.75,"1,395","2,556","10,089.20","-2,370","-9,349.76",0,0,29.9,20.89,17.66,24.38,19.99,29.18,10.85,6.32,73.53,93.09,7.17,6.6,9.91,884.32,834.24,90.99,77.62,1.42,121.63,117.65,119,3.60041,14.61224,1.13172,1.38016,6.14353,10.2438,70.1,9,"35,182,888.88","27,309,390.50","3,171,347.79","32,011,541.10","18,293,904.28","31,381,567.46","388,522.72","55,100","5,654,484.05","6,264,298.27"
씨앤지하이테크,신규상장,KQ,"16,000",2018-01-25,"9,325","7,925","7,500","6,625",6.44,2.06,6.2,0.71,-57.71,9.49,3.02,"8,508,582","8,508,582","79,675,033,700","4,202,740",1.012266,"78,381,101,000",19.53,"3,700",697,"12,989.24",-570,"-10,676.23",0,0,20.42,13.68,11.25,24.08,20.17,17.38,18.06,20.23,90.27,97.93,21.8,21.87,14.23,773.1,693.69,87.54,88.45,0.03,"9,163.59","8,785.91","8,417.21",8.05595,9.90893,1.79265,2.13992,18.73735,7.88578,79.58,6.74,"64,546,489.48","57,089,018.64","8,039,756.53","56,506,732.95","29,446,116.14","88,260,533.70","140,197.17","1,434","-626,947.20","1,165,203.82"
SG,신규상장,KQ,"6,000",2018-01-26,"1,826","1,924","2,431","4,427",4.37,1.42,5.02,0.42,4.95,5.47,1.78,"15,929,715","15,929,715","29,729,699,520","12,506,024",0.442298,"65,781,686,240",16.15,880,"1,526","7,976.75","-1,502","-7,851",0,0,31.67,10.64,6.76,19.75,5.96,12.8,-8.75,-20.06,62.97,87.39,-2.21,-5.54,231.08,104.47,97.63,30.21,54.48,39.2,6.34,5.47,5.26,3.44659,45.56735,0.8808,2.92015,2.26336,31.13686,68.33,21.03,"200,180,758.54","109,053,008.99","139,716,828.47","60,463,930.08","43,930,535.81","142,256,433.84","3,292,515.92","2,880,991.16","-33,584,427.68","-33,965,280.75"
배럴,신규상장,KQ,"9,500",2018-02-01,"13,500","16,550","19,200","14,950",20.27,6.41,17.06,2.3,20.12,24.38,7.71,"5,119,464","5,119,464","61,471,781,560","7,215,846",0.709475,"97,413,921,000",30.77,"3,600",917,"10,794.95",-552,"-6,409.44",0,0,62.73,13.33,8.77,,,,,,,,,,7.61,"1,189.76",802.49,92.93,84.09,0,59.41,54.45,64.94,,,,,,3.8016,37.27,49.4,"41,379,987.45","34,794,423.85","2,924,497.50","38,455,489.95","16,637,648.45","50,068,539.59","1,190,746.55","102,768",,"-1,900,278.88"
링크제니시스,이전상장,KQ,"30,000",2018-02-05,"8,679","18,350","9,640","8,870",31.32,6.14,24.18,7.21,32,31.88,6.48,"3,856,478","170,777","1,747,862,124","2,136,300",0.386831,"86,520,150,000",44.03,"21,000",232,"11,710.43",-174,"-8,820.35",0,0,36.08,20.18,18.88,9.82,8.55,-1.37,-33.3,-19.07,136.09,158.84,-49.15,-52.25,15.04,698.36,217.77,86.93,87.52,1.64,118.86,106.03,170.16,5.27782,389.94799,0.4527,0.52018,5.37669,249.26857,63.92,15.9,"36,098,618.64","31,594,090.05","4,719,930.42","31,378,688.22","11,041,148.97","11,631,823.03","13,791.45","13,791","2,753,083.91","2,536,103.49"
카페24,신규상장,KQ,"57,000",2018-02-08,"42,462","45,219","66,425","78,907",132.27,49.07,62.74,4.72,54.89,147.37,54.67,"4,511,295","4,511,295","197,150,725,300","8,858,157",0.255312,"750,285,897,900",16.83,"14,700",274,"23,579.82",16,"1,359.51",0,0,100,9.42,-17.08,-44,-25.62,16,110.7,-654.86,106.62,111.71,-271.99,-499.02,29.56,357.72,353.96,77.18,76.14,0.6,-38.27,-49.87,29.32,10.52849,234.9916,1.50002,2.57586,11.08372,,,90.58,"148,595,796.80","113,137,708.71","33,906,874.37","114,688,922.43","-30,786,119.87","165,386,968.96","43,010,493.26","531,525","-4,043,985.73","-4,563,118.48"
아시아종묘,이전상장,KQ,"4,500",2018-02-12,"4,570","4,650","6,800","5,300",17.08,2.24,37.32,1.78,54.06,19.23,2.52,"6,842,365","235,431","1,192,745,817","9,215,539",0.742481,"42,115,013,230",25.24,"1,275",917,"4,502.64",-836,"-4,107.04",0,0,49.89,-8.64,-22.83,-24.67,-11.26,-2.09,-0.04,-87.89,17.58,-3.06,-5.65,-8.64,169.65,150.77,59.42,37.09,46.46,44.43,-1.49,-2.57,-2.09,3.66156,1.68945,0.49338,1.08054,1.29747,0.84665,50.11,58.53,"39,598,037.09","18,397,901.98","24,913,015.91","14,685,021.18","-2,355,065.14","18,076,595.70","1,184,351.40","747,729.42","-8,927,118.83","-9,697,609"
알리코제약,신규상장,KQ,"12,000",2018-02-12,"15,083","13,478","10,975","8,793",45.3,7.97,34.02,2.12,17.26,62.25,10.43,"16,041,793","16,041,793","228,533,101,150","8,843,825",1.164177,"207,829,887,500",25.96,"5,400","1,603","32,596.88","-1,494","-30,406.37",0,0,61.76,7.73,1.28,2.99,1.45,33.61,-16.96,-63.53,91.47,112.34,-44.85,-56.4,79.67,176.53,142.97,55.66,57.3,28.49,4.51,2.91,9.59,6.46986,9.4202,1.13285,2.34026,4.24731,3.60227,38.24,54.03,"110,568,380","63,354,549.50","49,027,730.09","61,540,649.91","15,932,676.91","95,337,599.07","6,200,569.28","768,272.64","-15,660,232.47","-13,937,305.10"
동구바이오제약,신규상장,KQ,"16,000",2018-02-13,"14,078","13,148","11,286","8,596",28.37,8.43,25.37,3.07,32.65,36.51,10.58,"4,575,806","4,575,806","64,149,508,500","9,604,000",0.161239,"399,526,400,000",26.09,"9,600",889,"36,792.87",-444,"-18,352",0,0,58.56,5.42,4.36,8.31,5.08,3.67,-57.4,-58.29,37.95,32.1,-51.33,-60.02,44.64,205.51,126.03,69.14,56.39,12.05,21.3,15.07,15.6,4.92636,7.74381,1.16569,1.90596,3.49322,3.20922,41.44,53.14,"104,278,993.82","58,806,493.99","32,180,766.24","72,098,227.58","25,454,050.68","104,837,386.96","363,892.47","363,892","-4,137,525.18","-5,802,521.57"
엔지켐생명과학,이전상장,KQ,"56,000",2018-02-21,"78,747","109,433","81,428","91,595",-102.92,23.78,-165.32,22.32,-112.01,-114.62,26.44,"1,595,005","80,980","6,159,124,446","7,623,232",0.193383,"649,499,366,400",16.28,"14,000",176,"15,554.19",-194,"-17,000.60",0,0,13.74,-46.17,-46.47,,,,,,,,,,13.99,779.76,669.1,87.73,74.91,5.77,-117.73,-131.6,-129.69,,,,,,7.5113,86.26,59.92,"67,045,474.40","50,223,760.28","8,228,884.53","58,816,589.86","-60,923,477.04","31,034,039.11","110,492.20","110,492.20",,"-17,141,035.58"
오스테오닉,신규상장,KQ,"7,700",2018-02-22,"8,781","6,087","4,257","3,935",-17.72,10.12,-19.48,8.81,-94.53,-19.92,11.39,"8,711,186","267,477","2,685,843,059","6,454,995",0.90464,"84,560,434,500",34.18,"5,400",815,"13,202.41",-689,"-11,117.73",0,0,43.11,1.5,-73.05,-36.95,-18.02,6.37,-93.89,-56.36,48.36,79.08,-8.88,-12.09,54.4,525.51,442.87,64.77,67.42,23.94,-7.06,-8.39,0.19,1.03826,2.38203,0.24668,0.50578,1.47734,1.35506,56.89,41.62,"43,998,744.66","29,661,919.80","15,501,689.18","28,497,055.49","-9,314,277.14","9,084,785.72","4,847,385.07","713,303.80","-6,212,226.75","-4,946,527.81"
린드먼아시아,신규상장,KQ,"6,500",2018-03-14,"16,900","9,540","7,560","7,090",72.88,10.38,75.99,24.42,578.4,98.38,14.01,"1,572,172","1,572,172","25,876,243,400","13,500,000",0.116457,"228,150,000,000",26.09,"3,900",571,"9,330.30",-665,"-10,955.46",0,0,96.89,57.6,44.51,,,,,,,,,,8.42,"2,480.36",,92.23,59.86,0,,,,,,,,,,3.11,39.3,"44,943,083.30","26,900,892.58","3,491,415.47","41,451,667.83","14,876,842.28","8,114,714.05",,0,,
에코마이스터,신규상장,KQ,"5,200",2018-03-15,"26,508","30,332","55,609","63,961",-24.98,1.35,33.63,2.62,24.84,-26.18,1.33,"1,468,375","1,468,375","41,543,145,110","10,788,540",0.598314,"65,054,896,200",15.38,"1,000","1,434","9,461.36",-857,"-5,690.01",0,0,19.21,-57.77,-295.88,-129.29,-46.04,-38.16,-451.64,"-1,644.93",-21.08,-44.31,"-1,163.85","-99,807.16",358.54,52.11,30.38,21.81,18.89,52.48,-12.06,-13.08,-2.89,0.64376,3.20007,0.15562,0.43695,0.40908,2.58533,80.79,76.98,"83,116,774.33","15,701,083.50","64,990,391.80","18,126,382.53","-35,403,890.13","14,661,965.80","20,302,813.17","2,927,386","-12,915,373.74","-11,305,761.24"
케어랩스,신규상장,KQ,"20,000",2018-03-28,"26,326","29,667","15,061","17,390",47.56,10.29,45.3,5.79,77.92,64.92,13.25,"542,611","542,611","14,194,180,000","5,977,430",0.045957,"310,826,360,000",26.09,"12,000",141,"7,337.66",-136,"-7,064.45",0,0,100,9.33,7.08,8.47,4.68,38.24,-18.92,-24.95,212.93,225.74,-11.44,-22.3,94.64,360.08,358.87,51.38,41.03,39.91,7.99,6.38,6.74,15.99976,623.02607,0.66143,1.19658,4.48452,,,90.67,"124,608,857.42","51,121,130.34","60,590,150.42","64,018,707","11,693,504.94","54,379,273.34","846,938.74","752,171","-13,778,286.66","-12,565,463.80"
네오셈,신규상장,KQ,"2,000",2018-04-04,"1,990","2,000","2,160","2,245",,,,,,1.75,0.41,"310,227","310,227","621,803,495","5,510,000",0.056303,"10,964,900,000",5.15,105,138,276.68,-111,-222.62,0,0,45.71,13.38,12.62,,,,,,,,,,95.9,179.58,130.76,51.05,58.36,36.09,15.21,14.08,12.45,,,,,,6.22533,54.29,32.34,"51,067,490","29,801,940","24,999,339","26,068,151","23,648,240","44,944,078","606,958","482,835",,"10,029,836"
JTC,신규상장,KQ,"8,500",2018-04-06,"16,300","16,300","13,550","8,380",16.65,2.84,15.71,0.77,110.29,23.24,3.96,"25,728,117","25,728,117","411,218,760,100","35,005,517",0.734973,"570,589,927,100",28.66,"4,550","2,898","43,274.86","-2,816","-42,056.36",0,0,69.31,4.41,1.54,,,,,,,,,,47.56,343.79,246.06,67.77,63.17,16.63,95.88,71.34,98.54,,,,,,4.92625,30.69,64.9,"360,103,759","227,473,425","116,072,270","244,031,488","134,570,650","518,917,490","4,072,206","232,235",,"-12,324,352"
제이시스메디칼,신규상장,KQ,"2,000",2018-05-08,"1,980","2,040","2,040","2,060",,,,,,-2.47,0.92,"84,852","84,852","167,503,875","4,235,000",0.020036,"8,385,300,000",1.77,35,0,0,0,0,0,0,45.74,1.36,0.41,1,0.4,19.27,116.94,103.32,2.92,-7.71,224.56,116.62,113.66,145.19,83.1,46.8,58.73,37.92,4.41,1.22,0.9,4.65009,4.12412,0.98254,2.46975,5.84813,2.23777,54.26,44.38,"28,782,568","16,902,988","15,311,526","13,471,041","2,118,677","27,879,215","423,011","423,011","-3,897,756.57","-2,271,760"
제노레이,신규상장,KQ,"23,000",2018-05-28,"12,632","8,760","8,895","7,322",25.03,5.67,19.57,2.91,28.94,29.1,6.19,"5,037,063","5,037,063","66,646,033,350","4,028,700",0.422867,"150,471,945,000",24.04,"9,850",347,"13,950.19",-130,"-5,316.40",0,0,40.82,19.47,16.83,27.35,19.7,26.52,76.66,83.22,54.88,77.61,69.23,88.75,29.95,407.13,265.32,76.96,75.08,10,38.62,32.54,31.84,6.26641,4.18166,1.17057,1.62519,17.21441,2.47491,59.19,21.35,"58,440,830.52","43,876,630.94","13,467,393.13","44,973,437.39","23,787,603.34","56,289,418.83","626,238.69","344,148","1,147,801.30","5,510,417.59"
세종메디칼,신규상장,KQ,"15,000",2018-05-29,"6,000","3,600","3,480","2,580",51.31,7.61,39.55,11.33,38.14,63.26,9.39,"8,573,880","8,573,880","45,640,971,850","6,777,741",0.253001,"203,332,230,000",28.14,"7,400",199,"4,879.41",-241,"-6,264.38",0,0,60.89,21.54,24.25,11.12,9.98,1.95,-38.4,33.02,80.19,111.3,4.33,1.41,7.95,861.97,249.02,92.64,51.57,2,85.57,69.92,53.09,10.96921,8.54901,0.41136,0.45838,1.39505,3.34398,39.12,39.34,"46,378,113.82","23,919,198","3,414,231.06","42,963,882.77","22,715,381.15","14,832,741.11","114,355.30","60,192","-58,071.84","424,287.52"
현대사료,신규상장,KQ,"6,600",2018-06-01,"17,150","36,250","24,450","20,050",14.01,1.61,14.94,0.9,9.43,18.82,2.16,"426,760","426,760","7,269,195,600","6,150,486",0.069386,"105,480,834,900",26.03,"3,950",220,"3,750.08",-202,"-3,439.41",0,0,13.64,1.22,-0.52,-1.04,-0.62,20.3,-69,-109.81,10.86,10.95,-89.05,-96.31,65.51,203.35,168.15,60.42,76.28,26.66,1.19,0.37,1.82,2.43466,9.71979,1.17202,1.98611,5.66006,8.39392,86.36,12.42,"94,051,474.39","71,742,557.18","37,225,485.49","56,825,988.90","44,525,703.30","104,831,272.69","3,529,031.66","702,936","-3,446,084.78","-16,872,599.42"
파워넷,신규상장,KQ,"6,500",2018-06-07,"7,750","6,100","5,810","3,990",11.54,2.47,11.41,0.64,31.03,13.7,2.94,"9,148,407","9,148,407","81,864,990,570","12,009,614",0.761757,"93,074,508,500",30.26,"2,760","2,044","19,486.10","-1,858","-17,704.18",0,0,13.27,2.37,3.88,11.45,6.68,-4.68,-61.52,-33.32,55.3,63.39,-23.9,-28.04,73.99,337.79,276.91,57.48,79.38,19.61,13.31,10.31,6.55,7.90408,10.72421,1.72283,2.95349,12.61686,9.30152,86.73,10.89,"82,532,723.98","65,512,920.16","35,097,000.38","47,435,723.60","16,807,348.38","116,872,861.17","432,786.88","423,799","-512,219.96","1,928,514.22"
카이노스메드,신규상장,KQ,"2,000",2018-06-08,"2,000","2,035","2,135","2,055",,,,,,-4.12,1.76,"489,453","489,453","979,405,500","5,401,000",0.090623,"10,802,000,000",0.5,10,412,825.02,-415,-831.02,0,0,,,,-112.15,-100.71,,-215.17,-202.78,7.93,1.15,-227.26,-219.32,2.12,"4,087.45","4,087.45",97.93,84.79,0,"-3,024.43","-3,125.47","-2,975.06",,,,,0,,,,"8,189,384.88","6,943,719.13","169,878.94","8,019,505.94","-49,523,809.15",,"397,446.43","2,566","-5,706,940.09","-5,391,588.13"
EDGC,신규상장,KQ,"6,500",2018-06-26,"5,708","3,234","4,458","2,257",-47.98,28.91,-81.13,90.18,-76.27,-65.54,36.34,"55,144,090","55,144,090","310,536,852,020","35,898,940",0.789875,"398,478,234,000",26.09,"2,700","1,525","15,546.13","-1,145","-11,343.97",0,0,11.94,-31.7,-33.74,-23.22,-16.29,564.56,-31.75,-19.29,438.29,312.43,-39.33,-41.38,45.82,192.35,169.23,68.58,55.53,4.13,-205.1,-222.47,-207.91,2.4134,7.79027,0.48278,0.68824,6.6497,6.86014,88.06,43.64,"75,102,071.62","41,706,536.23","23,598,625.95","51,503,445.67","-20,662,964.68","21,496,787.32","56,547.51","32,779","-8,073,935.57","-7,123,996.32"
SV인베스트먼트,신규상장,KQ,"7,000",2018-07-06,"3,835","2,765","2,730","1,780",28.19,7.44,26.77,9.65,14.87,33.2,8.77,"39,701,038","39,701,038","162,663,526,400","26,617,000",0.745783,"204,152,390,000",29.73,"2,560","2,983","25,543.29","-2,565","-21,905.23",0,0,97.14,26.11,26.12,19.34,15.74,70.32,5.62,29.96,99.7,169.88,6.77,6.59,14,789.48,,87.72,69.59,0,,,,,,0.60244,0.74023,70.84359,,2.86,71.03,"67,673,269.24","47,091,812.32","8,308,545.25","59,364,724","20,012,519.25","30,592,041.96",,0,,
아이큐어,신규상장,KQ,"65,000",2018-07-12,"50,701","36,729","38,527","30,998",553.48,17.04,335.44,7.48,266.01,689.81,21.24,"4,383,239","4,383,239","225,630,779,000","6,123,518",0.598872,"371,085,190,800",21.67,"13,000",408,"24,976.67",-63,"-3,535.56",0,0,33.84,-26.32,-23.07,-15.08,-8.92,-16.27,"-2,633.37","-2,388.51",119.85,202.96,-693.41,"-1,515.23",39.92,446.25,276.27,71.47,56,17.71,-8.97,-9.92,-11.6,6.79585,7.66235,0.38654,0.65354,1.04447,5.0694,66.16,60.16,"118,501,406","66,359,644.04","33,808,685","84,692,720.56","-19,270,602.84","33,320,492.48","779,396.32","756,253.29","-20,744,659.59","-18,867,242.35"
올릭스,신규상장,KQ,"36,000",2018-07-18,"32,830","23,146","33,581","28,326",-59.17,18.3,-85.3,"1,252.48",-63.83,-81.73,22.6,"5,448,588","5,448,588","184,686,610,700","6,433,321",0.423859,"422,025,857,600",20.54,"13,800",287,"19,420.44",27,"1,229.72",0,0,100,"-2,726.47","-2,563.58",,,,,,,,,,1.27,"15,504.39","15,302.27",98.74,87.53,0,-223.44,-238.39,-242.4,,,,,,,,"2,826.47","55,636,945.79","48,698,339.72","698,937.72","54,938,008.08","-20,248,267.09","302,000","52,646","33,969",,"-8,859,814.68"
알로이스,신규상장,KQ,"2,000",2018-07-20,"2,230","2,320","2,460","2,460",,,,,,14.68,2.95,"1,429,178","1,429,178","3,179,235,240","2,760,000",0.517818,"6,154,800,000",4.68,105,847,"1,878.16",-826,"-1,832.44",0,0,21.79,10.37,9.84,47.28,30.65,117.05,316.99,412.23,144.15,151.57,312.12,390.27,42.06,452.32,378.96,70.39,95.32,14.74,44.54,42.35,42.44,5.2774,14.24227,3.11481,4.8044,114.288,11.13945,78.21,11.42,"9,940,354.03","9,475,228.94","2,943,148.63","6,997,205.39","3,789,273.35","21,821,897.31","360,645.59","53,294.55","-3,123,668.53","-2,790,111.58"
그리티,신규상장,KQ,"11,500",2018-07-23,"6,475","6,525","5,875","3,750",14.09,2.01,11.28,0.89,-20.2,16.46,2.35,"20,001,210","20,001,210","124,599,643,300","10,073,715",0.992742,"130,454,609,250",32.65,"4,000",880,"10,689.63",-829,"-10,053.82",0,0,58.91,6.75,4.03,7.37,5.69,-5.2,-20.69,-37.66,30.7,37.56,-21.68,-22.86,28.6,500.58,273.41,77.76,93.06,10.27,30.58,27.58,29.27,15.12924,3.07959,1.41121,1.82731,110.78163,1.26544,41.09,52.16,"95,755,029.60","89,112,620.09","21,294,441.60","74,460,588.01","39,813,601","119,259,701.62","1,585,140.98","274,868","3,991,370.35","5,221,839.74"
한국유니온제약,신규상장,KQ,"18,000",2018-07-26,"18,016","15,567","15,336","13,858",26.91,3.61,13.45,1.64,13.54,36.24,4.81,"5,317,556","5,317,556","110,980,596,650","5,745,000",0.855136,"112,027,500,000",28.57,"6,450",623,"14,332.29",-447,"-10,406.75",0,0,57.18,14.21,10.66,,,,,,,,,,48.24,284.98,239.61,67.46,71.6,17.58,13.14,10.5,10.85,,,,,,4.79162,42.82,42.97,"85,701,586.70","61,361,212.88","27,889,921.27","57,811,665.43","25,748,235.87","54,662,340.42","1,090,426.70","716,255.95",,"-9,563,793.19"
휴네시온,신규상장,KQ,"10,000",2018-08-02,"8,175","6,350","5,425","3,845",16.57,6.09,20.1,3.54,25.35,26.23,8.2,"17,399,750","17,399,750","153,311,594,700","4,803,836",1.811027,"78,542,718,600",29.41,"5,000",686,"11,003.47",-655,"-10,500.93",0,0,34.71,3.29,6.27,6.32,5.48,14.44,-84.25,-66.41,118.42,110.94,-80.22,-84.1,12.98,787.94,765.99,88.51,90.52,0,873.03,668.72,651.36,4.659,33.51639,0.87492,1.00761,49.46287,21.88364,65.29,31.42,"25,167,837.01","22,783,011.47","2,891,465.04","22,276,371.97","7,277,043.67","16,050,841.16",810.74,811,"945,178.45","1,528,190.46"
에스에스알,신규상장,KQ,"9,000",2018-08-06,"23,400","19,100","13,850","10,200",35.42,10.77,37.79,7.87,72.88,52.68,14.52,"484,330","484,330","11,212,286,400","5,662,567",0.085532,"132,504,067,800",26.09,"5,400",167,"3,855.87",-174,"-4,018.33",0,0,40.99,8.82,9.26,7.19,5.43,10.82,-57.97,-53.8,80.36,113.05,-47.64,-61.53,18.69,558.46,526.73,84.25,86.94,4.36,30.46,18.96,18.34,1.62167,,0.58655,0.77664,6.59298,,59.02,32.17,"27,532,102.98","23,934,993.51","4,335,917.28","23,196,185.70","5,135,201.31","12,551,200.10","60,988.49","60,348.44","-60,906.14","-53,230.11"
디아이티,신규상장,KQ,"10,000",2018-08-07,"10,650","8,170","7,230","7,620",14.53,1.32,8.37,1.88,8.36,18.14,1.64,"11,677,581","11,677,581","133,223,934,200","18,900,000",0.617861,"201,285,000,000",18.9,"2,150","1,415","15,613.77","-1,323","-14,582.55",0,0,19.04,7.54,9.83,5.29,2.93,-10.61,-48.87,-31.94,41.64,48.55,-31.85,-35.12,85.43,187.29,103.94,53.93,85.9,0,6.6,5.86,4.39,8.41327,0.86724,0.29833,0.53865,2.67197,0.70212,80.96,11.5,"302,071,990.87","259,478,449.42","139,167,261.34","162,904,729.52","126,579,008.75","76,871,054.62","1,794,045.21","1,321,660","5,863,186.61","6,877,220.17"
대유,신규상장,KQ,"9,000",2018-08-10,"8,272","19,613","14,410","16,611",13.64,2.54,13.54,2.61,10.58,20.56,3.83,"14,846,926","14,846,926","123,405,872,800","9,052,400",1.094155,"112,249,760,000",19.33,"2,450","2,048","26,155.69","-1,996","-25,478.80",0,0,63.9,24.5,21.08,13.43,11.62,0.88,2.46,10.98,86.86,140.2,2,2.06,11.59,"2,209.59","1,901.56",89.61,79.71,0.34,,,,15.55137,4.20708,0.55131,0.63723,2.57913,1.51869,36.1,39.4,"67,925,815.27","54,146,222.82","7,055,229.12","60,870,586.15","24,951,468.06","28,744,629.65","43,067.20",0,"4,012,025.78","4,200,047.86"
바이오솔루션,신규상장,KQ,"29,000",2018-08-20,"28,500","50,900","43,250","46,300",-96.65,39.52,-179.68,34.84,"-2,223.07",-120.86,49.42,"4,071,805","4,071,805","120,592,270,050","7,659,926",0.531572,"218,307,891,000",10.17,"3,000",576,"16,803.38",-521,"-15,155.23",0,0,66.63,10.29,12.8,5.04,4.47,110.06,159.69,174.61,616.54,"1,028.43",243.41,161.13,7.75,"2,665.67","1,303.73",92.81,91.72,0,,,,5.2279,16.08196,0.34943,0.39362,5.60011,5.36637,33.37,56.34,"52,865,195.17","48,486,250.90","3,801,892.41","49,063,302.76","-10,528,386.06","10,525,412.24",,0,"27,146.88","694,888.88"
에이피티씨,신규상장,KQ,"9,000",2018-08-23,"7,980","7,040","5,100","6,050",15.31,7.13,13.7,4.04,26.79,17.09,7.74,"4,931,567","4,931,567","43,185,055,620","23,234,595",0.212251,"185,412,068,100",17.22,"1,490",463,"4,192.21",-457,"-4,139.48",0,0,44.87,34.52,28.63,45.18,37.07,48.43,66.02,61.08,118.39,152.49,69.75,70.59,21.06,527.88,369.59,82.61,90.37,0,,,,222.5659,3.87541,1.2947,1.57784,14.10253,2.1367,55.14,10.35,"64,674,902.13","58,448,080.06","11,249,772.77","53,425,129.36","29,310,879.72","61,038,364.68","25,660.90",0,"16,354,184.86","21,298,543.72"
오파스넷,신규상장,KQ,"11,000",2018-08-24,"4,825","4,213","2,888","4,077",13.4,2.53,11.45,0.58,17.91,18.56,3.44,"9,292,589","66,772","361,837,168","4,025,902",0.784248,"57,167,808,400",34.38,"5,750",665,"11,332.10",-632,"-10,772.07",0,0,15.73,3.88,2.89,9.77,5.35,10.74,-11.57,-25.68,51.61,52.8,-27.93,-29.42,70.55,253.61,202.4,58.64,91.2,0.39,18.09,17.37,18.43,5.0958,18.24299,1.84831,3.3742,266.30948,15.37381,84.27,11.85,"51,562,708.20","47,026,894.65","21,328,610.54","30,234,097.66","16,971,975.40","79,083,414.79","738,148.29","166,576.22","51,468.67","1,719,518.76"
액트로,신규상장,KQ,"20,000",2018-08-28,"9,138","8,427","7,589","8,224",7.94,2.5,6.92,0.62,2.4,12.71,3.32,"5,401,755","5,401,755","52,203,990,750","5,000,054",0.548438,"90,000,972,000",17.43,"3,350",818,"15,919.98",-667,"-13,012.35",0,0,21.85,15.97,12.96,30.38,19.19,16.04,18.37,93.26,66.06,126.73,111.06,120.83,41.27,237.69,213.89,70.79,66.75,2.47,201.24,148.78,137.16,12.52926,20.09631,1.48086,2.34405,4.39508,15.70531,78.15,5.88,"89,041,422.42","59,431,484.62","26,009,927.32","63,031,495.10","26,209,899.72","105,631,915.85","1,073,255.67","123,005","5,307,079.73","10,175,472.69"
지니틱스,신규상장,KQ,"2,000",2018-08-30,"2,075","2,100","2,070","2,070",,,,,,-12.46,0.73,"819,986","819,986","1,690,500,690","4,110,000",0.19951,"8,528,250,000",1.93,40,127,261.12,-107,-219.67,0,0,26.74,9.08,9.21,30.07,16.41,-2.81,"3,577.03",726.89,16.24,28.58,105.18,253.14,66.27,168.67,117.82,60.15,61.57,18.68,29.16,21.98,21.28,16.50226,9.74131,1.78097,3.26394,9.67371,7.13621,73.26,17.67,"28,110,965.23","17,307,588.18","11,203,728.95","16,907,236.29","-8,518,177.19","46,567,170.37","297,882.38","198,670","3,006,438.19","6,383,171.35"
디지캡,이전상장,KQ,"12,000",2018-09-07,"5,576","5,049","3,920","5,410",16.82,1.94,13.93,2.11,10.03,18.82,2.4,"4,395,177","33,253","204,272,246","3,531,115",0.636706,"38,489,153,500",23.31,"2,850",479,"5,894.54",-426,"-5,244.29",0,0,28.76,8.51,6.28,5.53,3.41,10.5,-38.11,-44.64,25.67,71.16,-25.62,-47.36,48.27,422.46,266.25,67.44,46.98,16.63,7.26,4.05,5.14,4.86882,,0.54352,0.88035,1.01737,,71.24,20.25,"36,931,541.35","17,351,438.39","12,023,879.39","24,907,661.96","9,400,613.02","18,022,795.37","700,416","297,959.16","822,789.22","2,709,212.69"
