종목명,상장유형,시장구분,공모가(원),상장일,수정주가,1달 후 수정고가,3달 후 수정주가,6달 후 수정주가,P/E(FY0),P/B(FY0),EV/EBITDA(FY0),P/S(FY0),P/C(FY0),Market to Earnings(FY0),Market to Book(FY0),수정거래량,일평균수정거래량,일평균거래대금,상장주식수,거래량회전율,시가총액,일중변동률,일중실질변동범위,개인 순매수수량(일간),개인 순매수대금(일간),기관&외국인총합계 순매수수량(일간),기관&외국인총합계 순매수대금(일간),총합계 순매수수량(일간),총합계 순매수대금(일간)
팬젠,신규상장,KQ,"16,500",2016-03-11,"22,300","18,700","19,200","21,450",-57.8,23.57,-194.64,40.87,-94.91,-64.94,26.11,"3,693,362","3,693,362","88,797,796,500","7,681,318",0.480824,"171,293,391,400",15.74,"3,750","1,071","26,127.46","-1,014","-24,746.28",0,0
동양파일,신규상장,KQ,"10,000",2016-04-06,"9,100","11,500","9,330","9,390",5.88,1.93,5.73,1.26,6.3,7.35,2.41,"4,099,954","4,099,954","38,166,661,480","20,000,000",0.204998,"182,000,000,000",11.14,"1,050","1,163","10,714.69","-1,095","-10,076.19",0,0
씨엠에스에듀,신규상장,KQ,"23,200",2016-04-07,"6,241","5,566","6,692","7,680",11.79,5.54,8.37,1.73,8.16,14.86,6.98,"5,198,661","5,198,661","33,728,894,700","4,205,350",0.309244,"104,923,482,500",17.56,"4,650",226,"5,856.95",-233,"-6,049.13",0,0
레이언스,신규상장,KQ,"25,000",2016-04-11,"23,050","21,650","19,450","18,750",20.04,4.84,17.33,3.35,31.1,26.41,6.37,"2,158,121","2,158,121","51,449,068,550","16,591,014",0.130078,"382,422,872,700",7.53,"1,800",698,"16,591.51",-668,"-15,876.24",0,0
줌인터넷,신규상장,KQ,"2,000",2016-06-09,"1,935","2,030","2,045","2,000",,,,,,110.78,-2.83,"199,795","199,795","392,160,555","4,800,000",0.041624,"9,288,000,000",3.05,60,91,178.24,-91,-178.24,0,0
알엔투테크놀로지,이전상장,KQ,"5,800",2016-06-22,"8,750","6,100","5,850","5,070",28.12,3.04,14.88,4.65,13.74,32.64,3.42,"3,757,974","34,560","337,864,800","6,328,942",0.593776,"55,378,242,500",38.34,"4,150","1,420","14,222.57","-1,119","-11,376.68",0,0
녹십자랩셀,신규상장,KQ,"18,500",2016-06-23,"48,100","43,500","31,550","21,950",175.36,45.63,134.75,11.49,266.35,224.6,56.66,"179,379","179,379","8,563,083,900","10,554,054",0.016996,"507,649,997,400",26.09,"11,100",16,757.23,-15,-695.95,0,0
에스티팜,신규상장,KQ,"29,000",2016-06-23,"48,800","52,200","53,000","44,650",27.11,6.16,20.61,4.95,19.06,35.81,8.14,"6,110,986","6,110,986","315,180,698,000","18,484,400",0.330602,"902,038,720,000",24.11,"12,800","1,030","55,057.59",-905,"-48,739.18",0,0
로스웰,신규상장,KQ,"3,200",2016-06-30,"3,036","2,964","2,729","2,427",6.52,3.14,13.81,1.21,-40.28,17.48,4.76,"70,264,810","70,264,810","231,769,682,205","90,781,250",0.688001,"310,017,968,750",20.13,750,"10,430","39,214.57","-9,169","-34,458.39",0,0
피앤씨테크,신규상장,KQ,"10,200",2016-07-04,"10,350","9,720","9,790","9,020",8.26,1.99,9.08,1.69,8.49,13.75,3.31,"8,003,929","8,003,929","88,665,522,850","6,496,600",1.232018,"67,239,810,000",18.18,"2,050",690,"7,470.64",-603,"-6,514.96",0,0
바이오리더스,이전상장,KQ,"15,000",2016-07-07,"12,756","11,544","6,980","7,034",-8.12,29.25,-9.48,102.4,-27.69,-9.41,31.59,"5,645,855","68,646","937,633,841","12,354,310",0.410532,"175,431,202,000",24.45,"3,900","1,081","17,849.52",-797,"-13,216.63",0,0
위니아딤채,신규상장,KQ,"6,800",2016-07-14,"5,144","4,319","3,374","3,075",10.92,2.61,6.49,0.3,6.83,15.64,3.6,"36,804,067","36,804,067","214,124,842,310","24,111,530",1.023742,"184,935,435,100",26.87,"2,350","3,956","33,521.47","-3,710","-31,508.74",0,0
장원테크,신규상장,KQ,"17,500",2016-07-15,"17,150","14,500","11,200","9,970",3.85,2.05,3.81,0.41,2.31,4.85,2.59,"4,205,714","4,205,714","82,105,555,950","6,045,000",0.695734,"103,671,750,000",27.85,"5,550",981,"20,035.58",-903,"-18,419.17",0,0
폴라리스웍스,이전상장,KQ,"5,900",2016-07-20,"1,614","1,574","1,340","1,220",-90.63,4.7,13.24,1.02,10.97,-100.5,5.38,"58,856,090","449,800","657,279,816","4,429,352",2.657549,"35,744,870,640",32.73,"2,270","1,177","7,701.71","-1,153","-7,537.55",0,0
우리손에프앤지,신규상장,KQ,"2,210",2016-07-27,"2,910","2,420","2,125","2,025",7.48,1.64,7.63,0.7,3,12.27,1.95,"27,283,167","27,283,167","93,405,846,260","61,157,490",0.446113,"177,968,295,900",33.71,"1,180","4,263","15,244.47","-4,233","-15,153.28",0,0
엔지스테크널러지,신규상장,KQ,"10,000",2016-07-28,"8,237","10,754","7,553","5,619",37.29,14.18,31.92,10.33,32.72,44.05,16.75,"1,691,364","1,691,364","12,810,609,250","3,127,180",0.18036,"77,241,346,000",26.35,"5,750",191,"4,252.92",-140,"-3,024.71",0,0
팍스넷,신규상장,KQ,"5,200",2016-08-01,"12,550","5,880","7,190","8,940",28.43,4.27,24.06,5.01,27.12,38.28,5.75,"13,817,512","13,817,512","175,298,289,900","11,077,521",1.247347,"139,022,888,550",25.94,"3,100","1,611","19,812.92","-1,513","-18,586.69",0,0
에코마케팅,신규상장,KQ,"35,000",2016-08-08,"11,951","7,532","5,385","4,996",35.83,13.05,30.83,16.96,25.72,41.58,15.15,"8,323,406","8,323,406","107,808,910,550","8,128,571",0.257082,"386,919,979,600",36.71,"21,400",409,"22,608.63",-399,"-22,047.95",0,0
헝셩그룹,신규상장,KQ,"3,600",2016-08-18,"2,690","3,450","3,230","2,645",5.74,1.55,5.18,0.8,4.21,7.65,2.07,"21,063,452","21,063,452","59,676,736,355","80,000,000",0.263293,"215,200,000,000",18.92,560,"8,012","22,854.96","-7,930","-22,619.91",0,0
자이글,신규상장,KQ,"11,000",2016-09-06,"12,900","11,250","9,200","7,930",7.62,3.02,8.17,1.01,4.95,12.94,3.65,"10,595,816","10,595,816","137,914,633,150","13,530,910",0.783082,"174,548,739,000",19.31,"2,500","2,636","34,613.30","-2,511","-32,963.40",0,0
나무기술,신규상장,KQ,"2,000",2016-09-07,"1,990","1,995","1,990","1,940",,,,,,22.01,5.05,"2,018,724","2,018,724","4,162,365,750","7,110,000",0.283927,"14,148,900,000",13.8,295,604,"1,258.74",-604,"-1,258.74",0,0
모비스,신규상장,KQ,"2,000",2016-09-08,"1,995","2,000","1,995","1,945",,,,,,13.84,2.79,"1,014,265","1,014,265","2,021,911,220","6,402,000",0.158429,"12,771,990,000",2.25,45,252,502.15,-245,-487.11,0,0
유니테크노,신규상장,KQ,"10,300",2016-09-20,"2,883","2,820","2,947","4,576",6.36,2.06,6.15,0.87,6.1,8.49,2.75,"16,856,889","16,856,889","49,706,149,150","5,963,760",0.714934,"67,986,864,000",18.03,"2,150",829,"9,906.18",-779,"-9,276.15",0,0
예선테크,신규상장,KQ,"2,000",2016-09-29,"2,005","2,000","1,990","1,970",,,,,,7.36,0.83,"104,837","104,837","210,081,365","5,210,000",0.020122,"10,446,050,000",0.75,15,-1,-2.31,0,0,0,0
미투온,신규상장,KQ,"3,800",2016-10-10,"4,445","6,760","12,500","8,120",19.44,6.53,20.09,5.89,20.14,26.17,8.61,"27,105,801","27,105,801","110,864,791,585","29,961,122",0.904699,"133,177,187,290",31.66,"1,215","3,971","15,149.36","-3,883","-14,823.25",0,0
수산아이앤티,신규상장,KQ,"11,500",2016-10-11,"14,950","9,550","9,750","9,570",17.4,1.69,12.48,5.31,14.26,23.5,2.28,"9,352,181","9,352,181","132,773,427,450","6,751,000",1.385303,"100,927,450,000",26.94,"3,550",772,"10,548.97",-654,"-9,020.51",0,0
앤디포스,신규상장,KQ,"14,500",2016-10-12,"15,090","13,019","14,252","11,836",13.36,7.51,12.33,3.2,8.14,16.76,9.43,"7,289,979","7,289,979","123,055,413,100","15,068,965",0.477147,"230,555,164,500",21.83,"3,700","1,227","21,305.78","-1,195","-20,758.14",0,0
잉글우드랩,신규상장,KQ,"6,000",2016-10-14,"7,300","14,650","10,600","8,240",4.36,3.55,19.44,0.4,-51.27,22.93,4.76,"19,745,285","19,745,285","180,061,061,970","17,366,154",1.136998,"126,772,924,200",41.67,"3,690","2,983","27,965.72","-2,660","-25,018.77",0,0
에이치시티,신규상장,KQ,"17,000",2016-10-17,"11,533","9,364","9,331","8,937",6.63,1.61,11.15,1.33,6.06,16.4,4.28,"3,931,286","3,931,286","45,997,256,650","4,579,934",0.56407,"80,377,841,700",18.58,"3,400",549,"9,913.38",-534,"-9,630.33",0,0
인텔리안테크,신규상장,KQ,"19,000",2016-10-18,"16,300","17,495","17,113","13,862",17.83,3.25,15.88,1.61,8.21,22.79,4.12,"3,226,019","3,226,019","58,454,855,900","7,165,110",0.430435,"122,165,125,500",20.27,"3,800",400,"7,628.84",-398,"-7,560.97",0,0
골든센츄리,신규상장,KQ,"3,500",2016-10-19,"1,439","2,158","2,316","1,609",3.07,1.45,5.04,0.55,3.54,8.2,2.02,"55,072,831","55,072,831","78,735,893,430","29,800,000",0.697171,"113,687,000,000",12.73,490,"4,415","16,867.37","-4,441","-16,944.87",0,0
GRT,신규상장,KQ,"5,000",2016-10-25,"6,500","4,475","4,265","3,965",4.73,1.92,8.21,1.01,3.76,12.5,2.59,"34,357,291","34,357,291","202,726,570,755","67,375,000",0.509941,"437,937,500,000",27.77,"1,585","7,272","42,024.82","-6,562","-37,922",0,0
에이치엘사이언스,신규상장,KQ,"27,000",2016-10-28,"36,438","23,275","25,945","22,130",23.53,10.53,43.6,3.51,26.77,55.6,13.52,"6,232,270","6,232,270","262,346,305,650","5,142,148",1.156098,"196,430,053,600",23.96,"10,400",628,"27,129.97",-586,"-25,320.37",0,0
코스메카코리아,신규상장,KQ,"54,000",2016-10-28,"31,250","25,300","29,750","32,950",49.73,10.93,41.85,2.52,92.49,66.39,14.6,"5,938,298","5,938,298","219,900,915,700","5,340,000",0.55602,"333,750,000,000",29.23,"21,400",261,"20,358.60",-218,"-16,878.74",0,0
인크로스,신규상장,KQ,"43,000",2016-10-31,"18,968","15,146","15,807","23,610",-542.12,5.82,23.11,4.71,-102.6,-605.02,6.5,"3,566,154","3,566,154","78,917,182,550","2,939,035",0.485556,"139,310,259,000",38.5,"22,600",251,"14,723.27",-207,"-12,455.96",0,0
세화피앤씨,신규상장,KQ,"2,000",2016-11-02,999,"1,001",999,"1,074",,,,,,21.38,0.88,"4,747,027","4,747,027","4,868,161,125","5,315,000",0.447091,"10,603,425,000",8.86,185,258,546.58,-258,-546.58,0,0
얼라인드,신규상장,KQ,"25,500",2016-11-03,"10,681","8,380","7,354","7,279",-215.76,9.51,"-3,131.04",13.77,-160.32,-290.95,12.54,"4,787,873","4,787,873","60,249,514,000","3,561,724",0.672507,"76,042,807,400",35.34,"8,950",427,"11,179.89",-402,"-10,483.22",0,0
오가닉티코스메틱,신규상장,KQ,"4,000",2016-11-04,"5,730","5,210","4,395","3,860",6.98,2.6,6.08,1.78,40.09,9.47,3.52,"28,596,940","28,596,940","168,913,088,380","56,925,000",0.502362,"326,180,250,000",27.16,"1,650","5,997","36,582.47","-5,685","-34,687.34",0,0
클리오,신규상장,KQ,"41,000",2016-11-09,"36,800","32,300","32,600","41,050",29.95,20.01,24.98,4.95,13.31,35.09,23.44,"1,625,088","1,625,088","59,375,347,550","16,873,215",0.096312,"620,934,312,000",24.72,"8,900",134,"5,233.38",-121,"-4,689.64",0,0
핸디소프트,이전상장,KQ,"5,600",2016-11-24,"7,220","7,920","7,690","7,130",9.29,1.74,7.65,0.89,17.75,13.48,2.38,"13,407,018","60,930","518,116,210","7,459,009",1.797426,"53,854,044,980",33.2,"2,810","1,838","15,474.87","-1,504","-12,503.60",0,0
에이치엔티,신규상장,KQ,"10,000",2016-11-28,"1,055",868,986,977,36.55,1.84,11.75,0.4,8.36,45.73,2.3,"34,046,490","34,046,490","38,650,223,600","6,701,100",0.508073,"70,696,605,000",16.59,"1,900",797,"9,262.71",-746,"-8,659.57",0,0
뉴파워프라즈마,신규상장,KQ,"17,500",2016-11-30,"3,360","4,660","4,530","5,330",12.31,1.92,10.92,2.03,7.27,15.96,2.46,"16,481,820","16,481,820","58,098,581,650","7,903,379",0.417083,"132,776,767,200",14.87,"2,650",537,"9,417.25",-511,"-8,954.23",0,0
엘앤케이바이오,이전상장,KQ,"15,000",2016-11-30,"11,900","10,150","7,370","6,650",15.76,2.85,15.83,3.1,-42.72,18.75,3.07,"2,012,167","13,086","210,207,849","9,926,362",0.202709,"118,123,707,800",31.19,"4,250",600,"7,745.48",-586,"-7,560.47",0,0
퓨쳐켐,이전상장,KQ,"15,000",2016-12-01,"8,085","7,024","6,629","6,863",-1.41,-2.12,-2.88,23.87,-23.35,-2.53,-3.63,"2,390,159","11,682","109,407,147","5,622,139",0.311054,"62,124,635,950",35.07,"4,700",519,"6,065.47",-505,"-5,904.17",0,0
오션브릿지,신규상장,KQ,"6,600",2016-12-01,"6,700","11,050","10,800","13,100",10.81,4.97,12.4,1.49,21.2,16.53,6.82,"5,632,034","5,632,034","41,179,875,670","8,622,720",0.653162,"57,772,224,000",19.63,"1,430",979,"7,363.46",-854,"-6,419.58",0,0
자비스,신규상장,KQ,"2,000",2016-12-02,"1,990","1,990","2,000","2,015",,,,,,18.07,1.27,"408,923","408,923","814,790,050","4,500,000",0.090872,"8,955,000,000",0.75,15,199,395.44,-200,-397.47,0,0
신라젠,신규상장,KQ,"15,000",2016-12-06,"12,850","13,250","11,450","14,250",-7.57,7.24,-17.23,233.65,-18.89,-14.18,9.11,"13,725,568","13,725,568","189,728,138,350","61,616,527",0.222758,"791,772,371,950",19.31,"2,650","3,851","52,744.20","-3,687","-50,485.38",0,0
애니젠,신규상장,KQ,"18,000",2016-12-07,"12,600","14,150","12,150","13,500",-19.08,16.5,-45.05,13.19,-48.22,-23.18,19.27,"2,154,533","2,154,533","32,802,967,450","4,734,831",0.455039,"59,658,870,600",36.07,"5,500",438,"7,027.62",-376,"-6,015.31",0,0
유니온커뮤니티,이전상장,KQ,"5,000",2016-12-07,"3,340","3,690","3,530","3,915",18.44,3.55,17.07,0.97,34.34,21.9,4.21,"3,252,556","16,547","59,688,884","14,679,007",0.221579,"49,027,883,380",29.86,"1,160","1,375","5,065.86",-689,"-2,514.82",0,0
코썬바이오,이전상장,KQ,"7,000",2016-12-09,"5,090","6,980","6,400","6,370",12.75,3.89,9.17,3.94,43.75,13.86,4.23,"4,449,870","27,549","203,769,135","21,740,000",0.204686,"110,656,600,000",28.05,"1,550","1,092","5,643.32","-1,036","-5,379.85",0,0
마이크로프랜드,신규상장,KQ,"7,300",2016-12-12,"5,950","11,350","9,280","10,900",22.19,2.2,11.84,1.38,53.65,27.95,2.77,"3,687,281","3,687,281","21,700,647,720","10,641,366",0.346504,"63,316,127,700",16.65,"1,010",835,"4,925.94",-647,"-3,811.29",0,0
TS인베스트먼트,신규상장,KQ,"1,300",2016-12-15,"1,274","2,511","3,962","2,325",12.48,2.77,12.18,5.26,-49.3,17.01,3.86,"16,273,914","16,273,914","19,798,664,375","22,421,004",0.484177,"42,824,117,640",26.04,440,"2,630","4,501.31","-2,357","-4,021.75",0,0
DSC인베스트먼트,신규상장,KQ,"1,700",2016-12-19,"2,385","2,426","5,193","3,766",35.63,5.57,37.83,10.43,-36.58,47.95,7.49,"30,624,787","30,624,787","67,177,134,020","17,500,000",1.172546,"62,300,000,000",39.46,"1,450","2,768","9,138.53","-2,655","-8,756.79",0,0
퓨전,신규상장,KQ,"11,500",2016-12-21,"66,114","49,919","55,262","56,431",22.31,22.3,12.8,3.28,-74.87,21.69,21.68,"1,036,667","1,036,667","71,858,786,000","3,030,000",1.142417,"59,994,000,000",23.39,"4,900",470,"9,484.14",-448,"-9,090.06",0,0
한국비엔씨,신규상장,KQ,"2,000",2016-12-28,"1,970","1,950","1,970","1,975",,,,,,9.5,1.05,"287,593","287,593","567,662,715","6,830,000",0.042107,"13,455,100,000",1.26,25,-78,-154.75,78,154.75,0,0
유바이오로직스,신규상장,KQ,"6,000",2017-01-24,"4,885","4,220","3,671","4,808",-14.69,30.93,-27.72,20.32,-26.65,-18.33,36.21,"6,391,857","6,391,857","33,483,035,405","24,231,986",0.254157,"122,856,169,020",23.74,"1,305","1,375","7,537.80","-1,302","-7,093.65",0,0
서플러스글로벌,신규상장,KQ,"8,000",2017-01-25,"3,570","3,805","3,190","4,055",7.11,1.82,7.62,1.01,9.26,9.31,2.38,"12,452,662","12,452,662","48,681,698,350","18,494,000",0.336668,"132,047,160,000",18.2,"1,430","1,323","10,661.51","-1,254","-10,110.72",0,0
피씨엘,신규상장,KQ,"8,000",2017-02-23,"9,160","8,700","6,550","4,860",-27.59,9.06,-34.34,109.7,-26.31,-34.91,10.95,"17,527,448","17,527,448","158,312,273,570","8,921,164",1.964704,"81,717,862,240",29.07,"2,500","2,202","18,782.46","-2,118","-18,061.57",0,0
모바일어플라이언스,신규상장,KQ,"3,500",2017-02-24,"2,993","6,457","5,781","4,555",16.83,4.08,12.86,1.29,31.72,18.89,4.42,"41,140,344","41,140,344","133,055,933,420","15,000,000",1.372763,"89,700,000,000",21.6,"1,380","3,150","20,290.85","-1,663","-10,682.82",0,0
에프엔에스테크,신규상장,KQ,"14,000",2017-02-27,"17,450","13,250","13,000","11,700",10.75,3.81,10.51,1.38,5.68,12.34,4.38,"4,065,577","4,065,577","70,326,984,800","5,851,101",0.69484,"102,101,712,450",15.52,"2,700",670,"11,531.44",-644,"-11,091.92",0,0
신신제약,신규상장,KQ,"4,500",2017-02-28,"8,020","9,960","8,730","7,180",20.68,2.75,20.22,1.58,32.87,27.4,3.53,"13,800,676","13,800,676","100,426,143,540","15,170,500",0.909705,"121,667,410,000",26.07,"1,850","2,049","13,799.69","-1,840","-12,415.58",0,0
에스디생명공학,신규상장,KQ,"12,000",2017-03-02,"12,200","10,350","12,750","10,850",10.25,4.31,8.41,2.2,17.1,11.99,5.04,"11,610,730","11,610,730","157,011,402,850","22,064,400",0.52622,"269,185,680,000",28.16,"3,950","3,142","43,182.53","-2,960","-40,572.64",0,0
아스타,신규상장,KQ,"8,000",2017-03-20,"11,923","8,762","9,794","7,759",-18.16,24.03,-27.08,391.5,-20.48,-22.93,29.15,"12,506,032","12,506,032","132,750,270,840","9,402,523",1.258563,"118,471,789,800",33.23,"3,590","1,604","16,915.76","-1,181","-11,837.56",0,0
코미코,신규상장,KQ,"13,000",2017-03-23,"21,500","19,450","22,050","23,250",14.19,3.95,8.12,1.6,9.85,16.37,4.55,"5,360,396","5,360,396","136,104,478,350","8,075,000",0.663826,"173,612,500,000",37.86,"9,550",982,"26,202.63",-551,"-14,663.33",0,0
서진시스템,신규상장,KQ,"25,000",2017-03-27,"17,153","18,852","17,268","18,714",7.32,2.31,7.84,0.87,3.74,10.74,2.91,"3,040,540","3,040,540","53,438,044,800","5,642,185",0.247483,"210,735,609,750",13.25,"5,150",206,"7,902.70",-204,"-7,829.25",0,0
이엘피,이전상장,KQ,"20,000",2017-04-06,"11,802","12,355","14,331","13,040",8,3.47,9.09,2.78,18.49,10.08,4.17,"3,024,162","63,126","740,451,956","4,839,500",0.329244,"108,404,800,000",11.04,"2,500",276,"6,164.81",-255,"-5,692.29",0,0
유에스티,신규상장,KQ,"2,000",2017-04-06,"2,040","2,070","2,175","2,090",,,,,,1.57,0.17,"606,285","606,285","1,243,350,940","2,605,000",0.232739,"5,314,200,000",6.25,130,48,101.31,-48,-101.31,0,0
와이엠티,신규상장,KQ,"21,000",2017-04-27,"7,763","8,438","11,700","10,300",12.41,2.56,8.99,1.6,8.06,17.33,2.99,"6,066,688","6,066,688","49,317,958,350","3,602,600",0.420994,"111,860,730,000",17.64,"5,900",395,"13,169.22",-73,"-2,517.87",0,0
소프트캠프,신규상장,KQ,"2,000",2017-04-27,"1,980","1,980","2,110","2,005",,,,,,-1.7,1.35,"281,163","281,163","557,032,935","3,210,000",0.08759,"6,355,800,000",1.51,30,123,242.88,-116,-229.54,0,0
하나머티리얼즈,신규상장,KQ,"12,000",2017-04-28,"7,975","8,975","12,275","14,500",13.08,2.85,9.6,1.93,7.73,16.71,3.62,"5,933,246","5,933,246","48,633,403,850","9,459,737",0.313605,"150,882,805,150",12.97,"2,150",297,"4,966",-126,"-2,162.76",0,0
포인트엔지니어링,신규상장,KQ,"2,000",2017-05-02,"1,980","1,985","2,005","2,000",,,,,,4.4,0.52,"39,827","39,827","79,080,060","7,000,000",0.00569,"13,860,000,000",0.75,15,5,10.81,-5,-10.81,0,0
필옵틱스,신규상장,KQ,"48,000",2017-06-01,"19,070","18,661","13,996","13,417",17.06,8.32,17.72,1.41,17.8,21.37,10.38,"8,799,503","8,799,503","159,782,475,700","5,775,200",0.518858,"323,411,200,000",21.64,"11,500",184,"9,319.75",-173,"-8,804.25",0,0
이랜시스,신규상장,KQ,"2,000",2017-06-01,"1,990","2,230","2,030","2,010",,,,,,3.17,0.72,"94,408","94,408","187,338,960","4,315,000",0.021879,"8,586,850,000",1.51,30,90,178.38,-90,-178.38,0,0
삼양옵틱스,신규상장,KQ,"16,700",2017-06-02,"16,800","16,400","18,450","17,900",10.52,4.95,7.43,2.68,8.19,10.52,4.95,"8,494,415","8,494,415","152,133,101,800","10,000,000",0.849441,"168,000,000,000",16.67,"3,000","1,428","25,087.79","-1,407","-24,734.08",0,0
보라티알,신규상장,KQ,"14,300",2017-06-08,"17,600","17,200","13,950","13,400",11.4,5.72,12.45,2.2,9.66,16.04,7.7,"4,282,369","4,282,369","81,534,021,950","6,750,733",0.634356,"118,812,900,800",19.29,"3,650",829,"15,870.57",-793,"-15,182.50",0,0
나인테크,신규상장,KQ,"2,000",2017-06-22,"1,955","2,015","2,005","1,975",,,,,,14.58,0.98,"748,413","748,413","1,454,914,085","4,020,000",0.186172,"7,859,100,000",2.78,55,131,256.88,-181,-353.88,0,0
덴티스,신규상장,KQ,"2,000",2017-06-26,"9,800","10,200","10,050","9,900",,,,,,2.05,0.41,"85,698","85,698","848,337,515","4,260,000",0.100585,"8,349,600,000",3.3,65,355,704.74,-370,-734.39,0,0
하림지주,신규상장,KQ,"20,700",2017-06-30,"19,050","18,350","15,750","16,850",5.48,1.19,6.01,0.15,1.92,7.71,1.67,"6,094,806","6,094,806","117,959,400,500","70,718,000",0.086185,"1,347,177,900,000",7.48,"1,450","1,864","35,810.27","-1,729","-33,191.46",0,0
아우딘퓨쳐스,신규상장,KQ,"26,000",2017-07-12,"6,906","6,046","5,261","5,750",12.52,4.92,13.53,2.01,32.28,15.13,5.95,"5,301,215","5,301,215","37,836,280,800","5,925,190",0.265164,"138,056,927,000",14.81,"3,550",216,"5,184.72",-201,"-4,819.94",0,0
브이원텍,신규상장,KQ,"17,700",2017-07-13,"9,450","12,850","13,050","20,350",13.18,4.58,13.29,4.28,16.44,17.53,5.76,"5,920,280","5,920,280","60,172,594,850","7,366,090",0.40186,"139,219,101,000",16.67,"3,400",691,"14,210.94",-670,"-13,771.23",0,0
힘스,신규상장,KQ,"20,000",2017-07-20,"16,530","14,075","10,344","11,821",27.67,6.14,21.98,2.69,22.42,33.11,7.35,"5,787,706","5,787,706","93,295,035,500","4,968,000",0.583548,"163,944,000,000",12.06,"3,900",493,"15,832.77",-274,"-8,835.61",0,0
이즈미디어,신규상장,KQ,"7,500",2017-07-26,"9,360","8,390","6,760","6,180",12.58,2.51,11.67,1.22,11.48,15.83,3.16,"12,710,167","12,710,167","120,028,281,630","7,045,100",1.804114,"65,942,136,000",27.03,"2,500","1,483","13,306.69","-1,424","-12,776.64",0,0
셀트리온헬스케어,신규상장,KQ,"41,000",2017-07-28,"45,245","43,851","54,690","111,954",45.67,8.7,37.22,7.41,184.4,55.94,10.6,"15,648,365","15,648,365","667,218,433,300","136,688,120",0.102977,"6,875,412,436,000",14.16,"6,650","2,488","116,209.90","-2,489","-116,250.23",0,0
디앤씨미디어,신규상장,KQ,"20,000",2017-08-01,"9,154","6,723","7,394","13,500",25.43,11.58,27.9,4.05,29.09,36.57,16.27,"4,565,731","4,565,731","47,336,280,300","4,034,223",0.379495,"110,134,287,900",24.05,"7,300",247,"7,839.03",-233,"-7,365.20",0,0
지니언스,신규상장,KQ,"13,500",2017-08-02,"7,819","7,587","7,176","7,870",15.61,3.08,14.63,2.47,9.98,22.63,3.74,"6,849,882","6,849,882","62,145,099,900","4,854,900",0.725778,"73,794,480,000",29.69,"5,300",806,"15,063.54",-433,"-8,249.16",0,0
데이타솔루션,신규상장,KQ,"3,300",2017-08-03,"5,680","5,540","4,780","4,965",17.69,3.85,15.79,0.54,23.15,28.56,4.92,"11,916,912","11,916,912","72,260,067,750","15,358,580",0.775912,"87,236,734,400",27.75,"1,740","1,625","10,025.92","-1,553","-9,559.94",0,0
모트렉스,신규상장,KQ,"38,300",2017-08-04,"6,433","6,019","6,154","6,886",6.22,2.14,8.1,0.54,12.47,8.78,2.88,"10,392,886","10,392,886","73,108,886,650","5,336,109",0.375135,"178,226,040,600",18.08,"6,550",444,"16,438.87",-423,"-15,620.35",0,0
와이즈버즈,신규상장,KQ,"2,000",2017-08-07,"2,000","2,020","2,020","2,020",,,,,,7.42,1.24,"1,987,401","1,987,401","4,150,778,345","7,510,000",0.264634,"15,020,000,000",18.18,400,603,"1,277.84",-603,"-1,277.84",0,0
컬러레이,신규상장,KQ,"3,800",2017-08-10,"4,050","3,195","3,455","3,280",3.54,3.78,8.02,1.75,4.33,10.99,5.1,"40,330,600","40,330,600","151,654,434,590","54,000,000",0.746863,"218,700,000,000",28.1,"1,015","6,700","24,848.62","-6,456","-23,914.56",0,0
알에스오토메이션,신규상장,KQ,"6,000",2017-08-11,"15,500","12,850","14,400","23,000",34.01,5.1,33.88,1.45,23.48,46.97,7.04,"1,815,505","1,815,505","24,610,384,100","9,103,140",0.199437,"141,098,670,000",32.21,"4,300",473,"6,567.07",-356,"-4,762.31",0,0
이더블유케이,신규상장,KQ,"5,000",2017-08-22,"11,950","7,060","6,730","5,440",19.77,6.28,17.7,2.23,6.5,24.42,7.68,"6,511,341","6,511,341","82,468,696,900","6,586,600",0.988574,"78,709,870,000",26.09,"3,000",634,"7,912.78",-591,"-7,381.87",0,0
지엔원에너지,신규상장,KQ,"2,000",2017-08-22,"2,005","2,030","1,985","2,015",,,,,,,,"234,197","234,197","469,947,285","4,602,000",0.05089,"9,227,010,000",1,20,36,73.1,-56,-113.1,0,0
덕우전자,신규상장,KQ,"15,500",2017-08-28,"7,925","7,225","11,575","7,625",8.85,2.38,6.79,1.23,3.79,11.97,3.22,"7,059,272","7,059,272","58,260,189,150","8,110,066",0.435217,"128,544,546,100",10.59,"1,750",873,"14,492.05",-804,"-13,357.81",0,0
케이피에스,이전상장,KQ,"14,000",2017-09-06,"4,667","3,833","4,567","4,150",12.52,6.55,14.21,1.82,20.22,23.39,9.57,"7,337,385","44,094","215,415,687","4,270,000",0.572786,"59,780,000,000",18.18,"2,650",494,"7,082.43",-394,"-5,652.64",0,0
펄어비스,신규상장,KQ,"103,000",2017-09-14,"19,780","23,640","41,000","47,980",19.18,12.93,18.92,10.52,20.95,23.46,15.19,"8,289,090","8,289,090","156,128,776,900","12,066,300",0.137392,"1,193,357,070,000",15.38,"14,400",202,"18,630.10",-54,"-4,529.82",0,0
